StdInChIKey,SMILES,Dataset1,LogS1,T1,Dataset2,LogS2,T2,Dataset3,LogS3,T3,N_datapoints,SD_error,Error_note,Pred_comment,LogS Changed?,LogS_mean,LogS_median
PMNATJJZOUNELG-UHFFFAOYSA-N,c1ccc2cc3c(cc2c1)cc1CCc2cccc3c12,Aq_Sol_DB,-2.97,,reaxys_water,-7.928278044,27,,,,2,,,,,-5.449139022,-5.449139022
PMPBFICDXLLSRM-UHFFFAOYSA-N,CC(C)c1cccc2ccccc12,Aq_Sol_DB,-4.782393555,,,,,,,,1,,,,,-4.782393555,-4.782393555
PMPZMFJQCCSPGS-REOHCLBHSA-N,C(C(C(=O)O)NC(=O)N)C(=O)N,Aq_Sol_DB,-0.511,,,,,,,,1,,,,,-0.511,-0.511
PMUQFKLRVIPHLK-UHFFFAOYSA-N,CCCCN(CCCC)NC(=O)c1ccccc1,reaxys_water,-2.980122292,20,,,,,,,1,,,,,-2.980122292,-2.980122292
PMWHATAFABINDH-UHFFFAOYSA-N,CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,Aq_Sol_DB,-4.274778498,,,,,,,,1,,,,,-4.274778498,-4.274778498
PMZDQRJGMBOQBF-UHFFFAOYSA-N,c1ccc2c(c1)c(=O)cc[nH]2,Aq_Sol_DB,-1.481,,,,,,,,1,,,,,-1.481,-1.481
PMZXKSSDXXNNIO-UHFFFAOYSA-N,Cc1ccc2c(c1)nc1c3ccc4c5c(ccc(c35)c(=O)n21)c(=O)n(CCCOC)c4=O,Aq_Sol_DB,-6.771509907,,,,,,,,1,,,,,-6.771509907,-6.771509907
PNBKMRRXXVGPTJ-UHFFFAOYSA-N,Cc1cc(c(cc1Cl)C(=O)O)O,Aq_Sol_DB,-3.1248,,reaxys_water,-3.124771967,21,,,,2,,,,,-3.124785984,-3.124785984
PNFQZDSXVPAXNN-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1P(=O)(NCCNP1(=O)c3ccccc3c3ccccc3O1)O2,reaxys_water,-3.094510521,25,,,,,,,1,,,,,-3.094510521,-3.094510521
PNKIOGYYVJRTML-UHFFFAOYSA-N,COc1c(ccc(C=O)c1N)O,Aq_Sol_DB,-0.2232,,,,,,,,1,,,,,-0.2232,-0.2232
PNLRJGYHLCFMLM-UHFFFAOYSA-N,CCc1c(CC)nc2c(c(=O)[nH]c(=O)[nH]2)n1,Aq_Sol_DB,-2.39,,reaxys_water,-2.384314568,20,,,,2,,,,,-2.387157284,-2.387157284
PNMUAGGSDZXTHX-BYPYZUCNSA-N,C(CC(=O)N)C(C(=O)[O-])NC(=O)C[NH3+],Aq_Sol_DB,-0.194310278,,,,,,,,1,,,,,-0.194310278,-0.194310278
PNPCRKVUWYDDST-UHFFFAOYSA-N,c1cc(cc(c1)N)Cl,Aq_Sol_DB,-1.373368413,,,,,,,,1,,,,,-1.373368413,-1.373368413
PNRAZZZISDRWMV-UHFFFAOYSA-N,Cc1cc(c(c(c1)C(C)(C)C)OC(=O)NC)C(C)(C)C,Aq_Sol_DB,-4.598,,,,,,,,1,,,,,-4.598,-4.598
PNVJTZOFSHSLTO-UHFFFAOYSA-N,Cc1cc(ccc1SC)OP(=S)(OC)OC,Aq_Sol_DB,-4.5695,,ons_water,-4.57,,,,,2,,,,,-4.56975,-4.56975
PNVNVHUZROJLTJ-UHFFFAOYSA-N,CN(C)CC(c1ccc(cc1)OC)C1(CCCCC1)O,Aq_Sol_DB,0.256718745,,,,,,,,1,,,,,0.256718745,0.256718745
PNWYPUYECVECFF-UHFFFAOYSA-N,C(C#N)CN(CCOCCC#N)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],Aq_Sol_DB,-4.593750027,,,,,,,,1,,,,,-4.593750027,-4.593750027
POACFNLCTNKXFD-UHFFFAOYSA-N,Cc1ccc(cc1)Cn1cc(c(=O)[nH]c1=O)F,reaxys_water,-2.91939341,22,Aq_Sol_DB,-2.92,,,,,2,,,,,-2.919696705,-2.919696705
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,ons_water,-0.42,,Aq_Sol_DB,-0.42,,,,,2,,,,,-0.42,-0.42
POBGWTZPKSVJFM-UHFFFAOYSA-N,C(C(C(=O)O)NC(=O)C(Cl)Cl)O,ons_water,-0.028,,reaxys_water,0.278287885,27,Aq_Sol_DB,-0.03,,3,0.177415561,,,,0.073429295,-0.028
POBOUPFSQKXZFZ-UHFFFAOYSA-N,CCC#CC(C)C,Aq_Sol_DB,-2.7448,,,,,,,,1,,,,,-2.7448,-2.7448
PODSUMUEKRUDEI-UHFFFAOYSA-N,C(CN1CCNC1=O)N,Aq_Sol_DB,0.63354594,,,,,,,,1,,,,,0.63354594,0.63354594
POGQSBRIGCQNEG-UHFFFAOYSA-N,c1cc(c(Cn2cc(C(=O)N)nn2)c(c1)F)F,Aq_Sol_DB,-3.5,,,,,,,,1,,,,,-3.5,-3.5
POIARNZEYGURDG-FNORWQNLSA-N,CC=CC(=O)C1=C(C)C=CCC1(C)C,Aq_Sol_DB,-3.005248988,,,,,,,,1,,,,,-3.005248988,-3.005248988
POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N,Aq_Sol_DB,-1.508782486,,ons_water,-1.6,,,,,2,,,,,-1.554391243,-1.554391243
POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,Aq_Sol_DB,-1.3192,,,,,,,,1,,,,,-1.3192,-1.3192
POLMNXCVMYMLSF-UHFFFAOYSA-N,Cc1ccc(c(c1)NC(=O)C)OC,Aq_Sol_DB,-1.931164755,,,,,,,,1,,,,,-1.931164755,-1.931164755
POOXVKSDWCXIBU-UHFFFAOYSA-N,c1cc(c(cc1Oc1c(cc(cc1Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.62,,,,,,,,1,,,,,-7.62,-7.62
POQDXIFVWVZVML-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC1)Cc1ccccc1,Aq_Sol_DB,-3.41504339,,,,,,,,1,,,,,-3.41504339,-3.41504339
POQJHLBMLVTHAU-UHFFFAOYSA-N,Cc1ccc(cc1C)C=O,Aq_Sol_DB,-2.277035079,,,,,,,,1,,,,,-2.277035079,-2.277035079
POSWICCRDBKBMH-UHFFFAOYSA-N,CC1CC(=O)CC(C)(C)C1,Aq_Sol_DB,-1.647141463,,,,,,,,1,,,,,-1.647141463,-1.647141463
POTIYWUALSJREP-BDAKNGLRSA-N,C1CCC2C(C1)CCCN2,Aq_Sol_DB,-1.0831,,,,,,,,1,,,,,-1.0831,-1.0831
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,Aq_Sol_DB,-4.619583571,,ons_water,-4.62,,reaxys_water,-3.538298486,20,3,0.624400482,,,,-4.259294019,-4.619583571
POXFXTSTVWDWIR-UHFFFAOYSA-N,c1cc(ccc1I)S(=O)(=O)Cl,Aq_Sol_DB,-4.2686,,,,,,,,1,,,,,-4.2686,-4.2686
POYJJXCXXKQSST-PTNGSMBKSA-N,COC(=O)C(=Cc1ccccc1)S(=O)(=O)c1ccc(cc1)[N+](=O)[O-],Aq_Sol_DB,-4.57,,,,,,,,1,,,,,-4.57,-4.57
POZDECFNMBVWHV-IBGZPJMESA-N,C(#Cc1ccc(cc1)OC(F)(F)F)c1ccc(cc1)COC1Cn2cc(nc2OC1)N(=O)=O,reaxys_water,-7.060113037,20,,,,,,,1,,,,,-7.060113037,-7.060113037
POZRVZJJTULAOH-LHZXLZLDSA-N,C#CC1(CCC2C3CCC4=Cc5c(CC4(C)C3CCC12C)cno5)O,reaxys_water,-5.528224876,20,,,,,,,1,,,,,-5.528224876,-5.528224876
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,Aq_Sol_DB,-2.555269616,,,,,,,,1,,,,,-2.555269616,-2.555269616
PPDRLQLKHRZIJC-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)O)O,Aq_Sol_DB,-2.262733408,,,,,,,,1,,,,,-2.262733408,-2.262733408
PPJVBBJMDLANLB-UHFFFAOYSA-N,c1cc2c(ccc(c2c(c1)N(=O)=O)N(=O)=O)N(=O)=O,reaxys_water,-3.818169788,15,,,,,,,1,,,,,-3.818169788,-3.818169788
PPKHAIRFQKFMLE-UHFFFAOYSA-N,COc1ccc2ccc(cc2c1)OC,reaxys_water,-4.796113118,25,,,,,,,1,,,,,-4.796113118,-4.796113118
PPKPKFIWDXDAGC-IHWYPQMZSA-N,CC(=CCl)Cl,Aq_Sol_DB,-1.6138,,,,,,,,1,,,,,-1.6138,-1.6138
PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1ccc2cc3c4ccccc4ccc3c3CCc1c23,Aq_Sol_DB,-7.9663,,ons_water,-7.939529,,reaxys_water,-8.252623287,27,3,0.173553903,,,,-8.052817429,-7.9663
PPWNCLVNXGCGAF-UHFFFAOYSA-N,C#CC(C)(C)C,Aq_Sol_DB,-2.613556425,,,,,,,,1,,,,,-2.613556425,-2.613556425
PPXUHEORWJQRHJ-UHFFFAOYSA-N,CCOC(=O)CC(C)C,Aq_Sol_DB,-1.8135,,,,,,,,1,,,,,-1.8135,-1.8135
PQAUOQARDKWIGL-HOTMZDKISA-N,CCCCOC1C(C(C(C(CON(=O)=O)O1)ON(=O)=O)ON(=O)=O)ON(=O)=O,reaxys_water,-5.295077008,20,,,,,,,1,,,,,-5.295077008,-5.295077008
PQFDUCZWWSHNBL-UHFFFAOYSA-N,CCCCNC(=O)Nc1c(C)n(C)n(c2ccccc2)c1=O,reaxys_water,-1.629288969,20,ons_water,-1.629,,Aq_Sol_DB,-1.63,,3,0.000514631,,,,-1.629429656,-1.629288969
PQFRTXSWDXZRRS-UHFFFAOYSA-N,Cn1c(COC(=O)N)ncc1[N+](=O)[O-],Aq_Sol_DB,-1.8433,,,,,,,,1,,,,,-1.8433,-1.8433
PQHZWWBJPCNNGI-UHFFFAOYSA-N,c1cc(c(cc1Cl)c1c(cc(cc1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.47,,,,,,,,1,,,,,-7.47,-7.47
PQJZHMCWDKOPQG-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)C(=O)O,Aq_Sol_DB,-1.3019,,,,,,,,1,,,,,-1.3019,-1.3019
PQKBPHSEKWERTG-LLVKDONJSA-N,CCOC(=O)C(C)Oc1ccc(cc1)Oc1nc2ccc(cc2o1)Cl,Aq_Sol_DB,-5.6042,,,,,,,,1,,,,,-5.6042,-5.6042
PQLMXFQTAMDXIZ-UHFFFAOYSA-N,CCCC(=O)OCCC(C)C,Aq_Sol_DB,-2.932852123,,,,,,,,1,,,,,-2.932852123,-2.932852123
PQMAKJUXOOVROI-UHFFFAOYSA-N,C1(C(F)(F)OC(C(F)(F)N1C(F)(F)F)(F)F)(F)F,Aq_Sol_DB,-5.596058626,,,,,,,,1,,,,,-5.596058626,-5.596058626
PQMRKLSVUBRLLQ-XSYGEPLQSA-N,CCC12CCC3C4=C(CCC3C1CCC2=O)CC(=CC4)OC,Aq_Sol_DB,-5.363817292,,,,,,,,1,,,,,-5.363817292,-5.363817292
PQNFLJBBNBOBRQ-UHFFFAOYSA-N,c1ccc2CCCc2c1,Aq_Sol_DB,-3.0351,,,,,,,,1,,,,,-3.0351,-3.0351
PQOSNJHBSNZITJ-UHFFFAOYSA-N,CCCCC(C)(CC)O,Aq_Sol_DB,-1.7356,,,,,,,,1,,,,,-1.7356,-1.7356
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,CC12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)C3(CC(C21)O)C=O,ons_water,-3.85,,,,,,,,1,,,,,-3.85,-3.85
PQTAUFTUHHRKSS-UHFFFAOYSA-N,Cc1ccccc1Cc1ccccc1,Aq_Sol_DB,-4.692503939,,,,,,,,1,,,,,-4.692503939,-4.692503939
PQTBTIFWAXVEPB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(c(c1)Cl)C(=O)C1C(=O)CCCC1=O,Aq_Sol_DB,-3.2994,,,,,,,,1,,,,,-3.2994,-3.2994
PQUPSQYCUSDJGL-UHFFFAOYSA-N,c1cc(c(cc1Cl)NS(=O)(=O)c1ccc(cc1)N)Cl,Aq_Sol_DB,-4.4,,,,,,,,1,,,,,-4.4,-4.4
PQVZDTWRGIHYCU-UHFFFAOYSA-N,C1CC21C(=O)NC(=O)NC2=O,Aq_Sol_DB,-1.89,,,,,,,,1,,,,,-1.89,-1.89
PQWGFUFROKIJBO-UHFFFAOYSA-N,CCC(=O)c1cccc(c1)Cl,Aq_Sol_DB,-1.84670557,,,,,,,,1,,,,,-1.84670557,-1.84670557
PQWHYODXTBJHQG-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)Nc1ccc(cc1)OCC,Aq_Sol_DB,-4.44,,ons_water,-4.436,,,,,2,,,,,-4.438,-4.438
PQXKWPLDPFFDJP-UHFFFAOYSA-N,CC1C(C)O1,Aq_Sol_DB,0.397295078,,,,,,,,1,,,,,0.397295078,0.397295078
PRAKJMSDJKAYCZ-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,Aq_Sol_DB,-5.14904043,,,,,,,,1,,,,,-5.14904043,-5.14904043
PRBORDFJHHAISJ-UHFFFAOYSA-N,CCCCNC(=O)OCC(C)(CCC)COC(=O)N,Aq_Sol_DB,-2.74,,,,,,,,1,,,,,-2.74,-2.74
PRGQOPPDPVELEG-KBPBESRZSA-N,c1ccc2c(c1)C(C(c1ccccc1N2C(=O)N)O)O,reaxys_water,-1.852043168,20,,,,,,,1,,,,,-1.852043168,-1.852043168
PRGQOPPDPVELEG-OKILXGFUSA-N,c1ccc2c(c1)C(C(c1ccccc1N2C(=O)N)O)O,reaxys_water,-2.201377843,20,,,,,,,1,,,,,-2.201377843,-2.201377843
PRKRQUUATBDWTL-UHFFFAOYSA-N,c1c(cc(c(c1C(=O)N)N)Cl)Cl,Aq_Sol_DB,-2.0814,,,,,,,,1,,,,,-2.0814,-2.0814
PRLMFHYBTOQSLN-UHFFFAOYSA-N,CN(C)c1nc(nc(n1)SC)N(C)C,Aq_Sol_DB,-2.676,,ons_water,-2.68,,,,,2,,,,,-2.678,-2.678
PRLVTUNWOQKEAI-UHFFFAOYSA-N,CC(C)N1C(=NC(C)(C)C)SCN(c2ccccc2)C1=O,Aq_Sol_DB,-5.5307,,,,,,,,1,,,,,-5.5307,-5.5307
PRNCMAKCNVRZFX-UHFFFAOYSA-N,CC(C)CCCC(C)CCO,Aq_Sol_DB,-3.393259787,,,,,,,,1,,,,,-3.393259787,-3.393259787
PROQIPRRNZUXQM-ZXXIGWHRSA-N,CC12CCC3c4ccc(cc4CCC3C1CC(C2O)O)O,reaxys_water,-3.997577681,30,,,,,,,1,,,,,-3.997577681,-3.997577681
PRPINYUDVPFIRX-UHFFFAOYSA-N,c1ccc2c(c1)cccc2CC(=O)O,Aq_Sol_DB,-2.6468,,,,,,,,1,,,,,-2.6468,-2.6468
PRUGQYWGIVNHEM-UHFFFAOYSA-N,c1c2c([nH]c(=O)n1)[nH]c(=O)[nH]2,Aq_Sol_DB,-3.6,,,,,,,,1,,,,,-3.6,-3.6
PRXQQZUWYABUCX-UHFFFAOYSA-N,CCC(C(=O)O)NCC,Aq_Sol_DB,-0.4189,,,,,,,,1,,,,,-0.4189,-0.4189
PRZSXZWFJHEZBJ-UHFFFAOYSA-N,CC(C)c1cc(c(C)cc1O)C1(c2ccccc2S(=O)(=O)O1)c1cc(C(C)C)c(cc1C)O,reaxys_water,-3.627550188,25,,,,,,,1,,,,,-3.627550188,-3.627550188
PSAVXKLISNEJJE-UHFFFAOYSA-N,C1CCC(CC1)(C(=O)N)N1C(=O)c2cccc(c2C1=O)Cl,Aq_Sol_DB,-4.0097,,,,,,,,1,,,,,-4.0097,-4.0097
PSBAIJVSCTZDDB-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,reaxys_water,-4.107647437,21,Aq_Sol_DB,-4.1077,,,,,2,,,,,-4.107673719,-4.107673719
PSBKJPTZCVYXSD-UHFFFAOYSA-N,CCC(C)CC(=O)CC,Aq_Sol_DB,-1.630817582,,,,,,,,1,,,,,-1.630817582,-1.630817582
PSFDQSOCUJVVGF-UHFFFAOYSA-N,Cc1c2c(ccn1)c1ccccc1[nH]2,Aq_Sol_DB,-3.79,,reaxys_water,-3.793740339,20,,,,2,,,,,-3.79187017,-3.79187017
PSGCQDPCAWOCSH-BOURZNODSA-N,C=CC(=O)OC1CC2CCC1(C)C2(C)C,Aq_Sol_DB,-4.583092455,,,,,,,,1,,,,,-4.583092455,-4.583092455
PSGPXWYGJGGEEG-UHFFFAOYSA-N,CCCCOC(=O)C1(c2ccccc2c2ccccc12)O,Aq_Sol_DB,-3.8885,,,,,,,,1,,,,,-3.8885,-3.8885
PSHRTKHMFMNJFD-VNHYZAJKSA-N,Cc1ccc(cc1)OCC(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12,reaxys_water,-3.155064407,24,,,,,,,1,,,,,-3.155064407,-3.155064407
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCc1nc(c(CO)n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)Cl,Aq_Sol_DB,-4.945016986,,,,,,,,1,,,,,-4.945016986,-4.945016986
PSIKPHJLTVSQFO-UHFFFAOYSA-N,C(C(=O)NN)C(=O)NN,Aq_Sol_DB,-0.121,,,,,,,,1,,,,,-0.121,-0.121
PSQWZQGQIUGIRU-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)OP(=O)(O)O,Aq_Sol_DB,0.13,,,,,,,,1,,,,,0.13,0.13
PSQYTAPXSHCGMF-BQYQJAHWSA-N,CC1=C(C=CC(=O)C)C(C)(C)CCC1,reaxys_water,-3.982951547,25,Aq_Sol_DB,-3.079863818,,,,,2,,,,,-3.531407683,-3.531407683
PSTVHRSUNBSVIJ-UHFFFAOYSA-N,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,Aq_Sol_DB,-3.05,,,,,,,,1,,,,,-3.05,-3.05
PSYBGEADHLUXCS-UHFFFAOYSA-N,CC(C)n1c(=O)c(c(C)[nH]c1=O)Br,Aq_Sol_DB,-2.0604,,,,,,,,1,,,,,-2.0604,-2.0604
PSYNZCWBYCLDGC-UHFFFAOYSA-N,Cn1cc2c(nccn2)nc1=O,Aq_Sol_DB,-0.9089,,,,,,,,1,,,,,-0.9089,-0.9089
PTBKFATYSVLSSD-ZZXKWVIFSA-N,c1cc([N+](=O)[O-])oc1C=NO,Aq_Sol_DB,-2.1934,,,,,,,,1,,,,,-2.1934,-2.1934
PTCGDEVVHUXTMP-UHFFFAOYSA-N,CC(C)Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F,Aq_Sol_DB,-4.6947,,,,,,,,1,,,,,-4.6947,-4.6947
PTFJIKYUEPWBMS-UHFFFAOYSA-N,CCN(CC(=C)C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,Aq_Sol_DB,-6.124,,ons_water,-6.12,,,,,2,,,,,-6.122,-6.122
PTFNNDHASFGWFI-UHFFFAOYSA-N,c1c(c(cc(c1Cl)Cl)Cl)C(=O)O,Aq_Sol_DB,-2.4446,,,,,,,,1,,,,,-2.4446,-2.4446
PTHGDVCPCZKZKR-UHFFFAOYSA-N,c1cc(ccc1CO)Cl,Aq_Sol_DB,-1.7561,,,,,,,,1,,,,,-1.7561,-1.7561
PTLAHMRONUBEOO-UHFFFAOYSA-N,CCCN(C)N=Nc1ccc(cc1)C(=O)O,reaxys_water,-1.434169847,25,Aq_Sol_DB,-1.43,,ons_water,-1.432,,3,0.0020855,,,,-1.432056616,-1.432
PTLSEGBRIAKFIJ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCS(=O)(=O)C,Aq_Sol_DB,-3.3936,,reaxys_water,-3.393621462,21,,,,2,,,,,-3.393610731,-3.393610731
PTMBWNZJOQBTBK-UHFFFAOYSA-N,c1cnccc1CO,Aq_Sol_DB,0.9621,,,,,,,,1,,,,,0.9621,0.9621
PTOPHPNCDGAXGC-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2Sc2c3ccccc3ccc2N1,Aq_Sol_DB,-6.8786,,,,,,,,1,,,,,-6.8786,-6.8786
PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,Aq_Sol_DB,-2.454057846,,,,,,,,1,,,,,-2.454057846,-2.454057846
PTVZQOAHCSKAAS-UHFFFAOYSA-N,CNC(=S)NN,Aq_Sol_DB,-0.465572855,,,,,,,,1,,,,,-0.465572855,-0.465572855
PUAVVYSZRNWCGP-UHFFFAOYSA-N,Cc1c(C)nn(c2ccccc2)c1N,Aq_Sol_DB,-1.6704,,,,,,,,1,,,,,-1.6704,-1.6704
PUBNJSZGANKUGX-UHFFFAOYSA-N,CCC(Cc1ccc(C)cc1)(C(=O)c1ccc(cc1)N1CCOCC1)N(C)C,Aq_Sol_DB,-5.133233152,,,,,,,,1,,,,,-5.133233152,-5.133233152
PUBNSRUKOMGNPM-UHFFFAOYSA-N,c1ccc2c(c1)c(c1cccc(c1n2)F)N,Aq_Sol_DB,-1.66,,,,,,,,1,,,,,-1.66,-1.66
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(c2ccccc2n1)C(=O)NCCN(CC)CC,reaxys_water,-3.912638255,21,ons_water,-3.79357,,Aq_Sol_DB,-3.7,,3,0.106573622,,,,-3.802069418,-3.79357
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)NC(=O)N(C)C,reaxys_water,-3.501560609,22,ons_water,-3.52058,,Aq_Sol_DB,-3.5,,3,0.01145796,,,,-3.507380203,-3.501560609
PUJDIJCNWFYVJX-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)N,ons_water,-0.35,,Aq_Sol_DB,-0.35,,,,,2,,,,,-0.35,-0.35
PUJJZGFFAQHYEX-UHFFFAOYSA-N,CC(CCl)Br,Aq_Sol_DB,-1.8476,,,,,,,,1,,,,,-1.8476,-1.8476
PUKTVFNQVGOXPI-UHFFFAOYSA-N,CC1CCC2(CCC(C)O2)O1,Aq_Sol_DB,-0.4487,,,,,,,,1,,,,,-0.4487,-0.4487
PUKWIVZFEZFVAT-UHFFFAOYSA-N,CCCCCC1(C)CCC(C)(C)C1=O,Aq_Sol_DB,-4.016533711,,,,,,,,1,,,,,-4.016533711,-4.016533711
PULNESMFDLBKAZ-SDNWHVSQSA-N,c1ccc(cc1)NN=C1C=CC(=O)C=C1O,Aq_Sol_DB,-3.0299,,,,,,,,1,,,,,-3.0299,-3.0299
PULNLYVCJSOXKS-UHFFFAOYSA-N,CCOC(=O)c1c2CCN(c3ccc(cc3)N3CCCCC3=O)C(=O)c2n(c2ccc(cc2)OC)n1,Aq_Sol_DB,-4.628205844,,,,,,,,1,,,,,-4.628205844,-4.628205844
PUPZLCDOIYMWBV-UHFFFAOYSA-N,CC(CCO)O,Aq_Sol_DB,1.0452,,,,,,,,1,,,,,1.0452,1.0452
PUTUPQVEMBRCAG-UHFFFAOYSA-N,CN(C(=O)CSP(=S)(C)OC)C(=O)OC,Aq_Sol_DB,-1.9563,,,,,,,,1,,,,,-1.9563,-1.9563
PUUSSSIBPPTKTP-UHFFFAOYSA-N,C(CCC(O)(P(=O)(O)O)P(=O)(O)O)CCN,reaxys_water,-1.908817349,21,,,,,,,1,,,,,-1.908817349,-1.908817349
PUXBGTOOZJQSKH-UHFFFAOYSA-N,CC(c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)O,Aq_Sol_DB,-4.7,,ons_water,-4.6983,,,,,2,,,,,-4.69915,-4.69915
PUXWCWJFSQGEGX-UHFFFAOYSA-N,CC(=O)OCn1cc(c(=O)n(C(=O)c2ccccc2)c1=O)F,Aq_Sol_DB,-3.34,,,,,,,,1,,,,,-3.34,-3.34
PUYDFMFBJXKHSQ-UHFFFAOYSA-N,COc1cc(c2ccccn2)nc(c1)c1ccccn1,reaxys_water,-2.221849849,24.84,,,,,,,1,,,,,-2.221849849,-2.221849849
PUYKIBBJQHBMGY-UHFFFAOYSA-N,C(C(CO)(CO)COCC(CO)(CO)COCC1(CO)COCOC1)O,reaxys_water,-2.186870485,20,,,,,,,1,,,,,-2.186870485,-2.186870485
PUYOAVGNCWPANW-UHFFFAOYSA-N,CC(C)COC(=O)c1ccc(cc1)N,Aq_Sol_DB,-2.9437,,,,,,,,1,,,,,-2.9437,-2.9437
PUYXTUJWRLOUCW-UHFFFAOYSA-N,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,Aq_Sol_DB,-2.8014,,,,,,,,1,,,,,-2.8014,-2.8014
PUZSUVGRVHEUQO-UHFFFAOYSA-N,c1cc(c(cc1O)CO)O,Aq_Sol_DB,0.8534,,,,,,,,1,,,,,0.8534,0.8534
PVCCTWLOCMALDY-UHFFFAOYSA-N,CCc1ccccc1N(CC)C(=O)N,reaxys_water,-1.016719468,20,,,,,,,1,,,,,-1.016719468,-1.016719468
PVCJKHHOXFKFRP-UHFFFAOYSA-N,CC(=O)NCCO,Aq_Sol_DB,0.9867,,,,,,,,1,,,,,0.9867,0.9867
PVMCPGUXDQYVHS-HDJSIYSDSA-N,c1ccc2c(c1)C(c1ccccc1C2C(=O)O)C(=O)O,reaxys_water,-2.729600486,15,,,,,,,1,,,,,-2.729600486,-2.729600486
PVMCPGUXDQYVHS-OKILXGFUSA-N,c1ccc2c(c1)C(c1ccccc1C2C(=O)O)C(=O)O,reaxys_water,-2.729600486,15,,,,,,,1,,,,,-2.729600486,-2.729600486
PVNIIMVLHYAWGP-UHFFFAOYSA-N,c1cc(cnc1)C(=O)O,Aq_Sol_DB,-0.835,,,,,,,,1,,,,,-0.835,-0.835
PVOVVYHOXGWTIS-MRVPVSSYSA-N,c1cc(ncc1C(F)(F)F)OC1Cn2cc(nc2OC1)N(=O)=O,reaxys_water,-3.477414633,20,,,,,,,1,,,,,-3.477414633,-3.477414633
PVSGXWMWNRGTKE-UHFFFAOYSA-N,CC(C)C1(C)C(=O)NC(=N1)c1c(cc(C)cn1)C(=O)O,Aq_Sol_DB,-2.0911,,,,,,,,1,,,,,-2.0911,-2.0911
PVSNDBKXSKXPHM-UHFFFAOYSA-N,CCCCNC(=O)n1cc(c(=O)[nH]c1=O)F,Aq_Sol_DB,-2.4464,,,,,,,,1,,,,,-2.4464,-2.4464
PVVKNINYCJVIFZ-UHFFFAOYSA-N,CCn1c2cc(cc(C)c2[nH]c(=O)c2cccnc12)OC,Aq_Sol_DB,-5.153,,ons_water,-5.15,,,,,2,,,,,-5.1515,-5.1515
PVWOIHVRPOBWPI-UHFFFAOYSA-N,CCCI,Aq_Sol_DB,-2.29,,,,,,,,1,,,,,-2.29,-2.29
PWATWSYOIIXYMA-UHFFFAOYSA-N,CCCCCc1ccccc1,ons_water,-4.64,,Aq_Sol_DB,-4.6434,,,,,2,,,,,-4.6417,-4.6417
PWBADUKEIVQTGV-UHFFFAOYSA-N,CSc1cnc2c(cncn2)n1,Aq_Sol_DB,-1.55,,,,,,,,1,,,,,-1.55,-1.55
PWBSVUZOLJLXOI-GUKSMMDYSA-N,C(C(=O)O)N(CC1(C(C(C(CO1)O)O)O)O)CC1(C(C(C(CO1)O)O)O)O,reaxys_water,-0.514996033,25,,,,,,,1,,,,,-0.514996033,-0.514996033
