StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any.halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all.aromatic,aromatic.C,aromatic.N,aromatic.S,aromatic.O,nitrile,X1st.2nd.amine,nitro,azo,alcohol,ether.inc..ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at.least.1.ring,unfused.benzene.ring,X3.membered.ring,X4.membered.ring,X5.membered.ring,X6.membered.ring,X7.membered.ring,H.bond.donor,Acidic.hydroxyl,H.bond.acceptor
NLGZSVBAHNOHDH-UHFFFAOYSA-N,"2-benzoyloxy-1,3-bis-(4-nitro-benzoyloxy)-propane; 2-Benzoyloxy-1,3-bis-(4-nitro-benzoyloxy)-propan; Glycerin-beta-benzoat-alpha.alpha'-bis-(4-nitro-benzoat); 1.2-Bis-<4-nitro-benzoyloxy>-2-benzoyloxy-propan; 2-Benzoyloxy-1.3-bis-<4-nitro-benzoyloxy>-propan",O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,100 g solvent dissolves. 3.7 g Substance.,-1.231019379,C,21,385.828,494.414,152,-0.285124883,-0.309992345,-0.024867462,0.008539,-0.019277,-0.027816,8.4757,10.1307,-0.38195,0.17908,-0.07893,0.35398,772.3812256,-4.93179,0.006654,-0.564028,0.843028,-3.250333,54,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
NNILZRGLHCDVMC-AQTBWJFISA-N,methyl (E)-2-{2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl}-3-methoxyacrylate; azoxystrobin,CO\C=C(\C(C)=O)C1=C(OC2=CC(OC3=C(C=CC=C3)C#N)=NC=N2)C=CC=C1,86,-0.65365556,D,20,379.302,387.395,116,-0.015532767,-0.038501877,-0.02296911,0.246883,0.222021,-0.024862,2.4545,4.7532,-0.34689,0.22484,-0.03317,0.31892,646.7189331,-1.646707,-0.079746,-0.641053,0.669834,-3.028956,46,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
NOCJXYPHIIZEHN-UHFFFAOYSA-N,"difloxacin; Difloxacin; 1-(4-fluorophenyl)-6-fluoro-7-(4-methyl-1-piperazinyl)-1,4-dihydro-4-oxoquinoline-3-carboxylic acid; 6-fluoro-1-(4-fluorophenyl)-7-(4-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid; 1-(4-fluorophenyl)-4-oxo-6-fluoro-7-(4-methylpiperazino)-1,4-dihydroquinoline-3-carboxylic acid; Vetequinon; Dicural",CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1)C(O)=O,Solubility: 0.67 molpercent,-1.043231673,C,24.99,318.379,399.397,262.5,-0.226901186,-0.254056037,-0.027154851,0.061334,0.03444,-0.026894,8.3377,11.9139,-0.32791,0.21602,-0.04199,0.29994,621.0908203,-1.726975,-0.542918,-0.623991,0.737447,-2.812866,48,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1
NPCHNZVQOCCEIW-LDWIPMOCSA-N,"(1R,3S)-camphoramic acid; (1R,3S)-3-aminocarbonyl-1,2,2-trimethylcyclopentane-1-carboxylic acid; (1R)-cis-camphoric acid-3-amide; (1R)-cis-Camphersaeure-3-amid; 3-Carbamoyl-1,2,2-trimethyl-cyclopentancarbonsaeure",CC1(C)[C@H](CC[C@@]1(C)C(O)=O)C(N)=O,100 g solvent dissolves. 2 g Substance.,-1.103498678,C,18,199.22,199.25,176.5,-0.267790097,-0.283580895,-0.015790798,-0.068475,-0.085689,-0.017214,5.0275,7.026,-0.38486,0.2764,0.01839,0.35689,378.9953308,-1.757484,-0.909976,-0.645972,0.628583,-2.330578,31,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
OCJBOOLMMGQPQU-UHFFFAOYSA-N,"para-dichlorobenzene; 1,4-Dichlorobenzene",ClC1=CC=C(Cl)C=C1,570,0.588545704,E,20,86.173,147.004,53,0.00697802,0.004802788,-0.002175232,0.051798,0.049216,-0.002582,0.0004,0,-0.35067,0.23899,-0.01902,0.3227,291.7763977,0,-0.537198,-0.150304,0.182184,-0.191538,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
OFEFIAFAVVRMOS-UHFFFAOYSA-N,"3,3-bis-(3-nitro-anilino)-phthalide; 3,3-Bis-(3-nitro-anilino)-phthalid",O=C1OC(NC2=CC(=CC=C2)N(=O)=O)(NC2=CC(=CC=C2)N(=O)=O)C2=CC=CC=C12,122.899,-0.51935619,D,20,305.745,406.354,265,0.000579727,-0.024902391,-0.025482118,0.242,0.214318,-0.027682,9.2927,12.2955,-0.35555,0.1965,-0.06151,0.32758,630.9641724,-3.036985,-0.426813,-0.560361,0.83566,-2.37239,44,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
OGJPXUAPXNRGGI-UHFFFAOYSA-N,"1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinoline carboxylic acid",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,5.1,-1.796677705,C,25,350.085,319.336,220.5,-0.211113272,-0.244687478,-0.033574205,0.040994,0.008665,-0.032329,8.5161,12.9511,-0.3248,0.22501,-0.033,0.29683,525.0160522,-1.742278,-0.474364,-0.629199,0.739668,-2.800836,41,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
OHFMYIFFLOZSMF-UHFFFAOYSA-N,"1,2-bis(2-oxo-5,5-dimethyl-1,3,2-dioxyphosphacyclohexyl-2-imino)ethane; 1,4-bis(5,5-dimethyl-1,3-dioxahexaprolide)ethane; BODIE",CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,Solubility: 1.99 weight percent,-1.358088214,C,24.99,348.496,356.296,282.46,-0.660841786,-0.692092892,-0.031251106,-0.349564,-0.381714,-0.03215,5.1363,7.1503,-0.35689,0.28449,0.02648,0.32892,518.2976074,-4.353383,-2.246442,-0.89883,1.755809,-2.214354,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
OKJPEAGHQZHRQV-UHFFFAOYSA-N,iodoform; triiodomethane,IC(I)I,120,-0.516019467,D,25,41.527,393.732,121.75,0.08639083,0.066274932,-0.020115899,0.065959,0.045954,-0.020005,0.8405,0.6185,-0.35428,0.18773,-0.07028,0.32631,270.493866,0,-0.38631,-0.38631,0.262757,0.123553,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLOASFSCLBJEOF-UHFFFAOYSA-N,"(2-methoxy-phenyl)-(5-methyl-2,4-dinitro-phenyl)-amine; (2-Methoxy-phenyl)-(5-methyl-2,4-dinitro-phenyl)-amin; 2.4-Dinitro-2'-methoxy-5-methyl-diphenylamin",COC1=C(NC2=CC(C)=C(C=C2N(=O)=O)N(=O)=O)C=CC=C1,100 g solvent dissolves. 4.69 g Substance.in reinem Loesungsmittel:braungelbe Modifikation.,-0.91579268,D,24.5,271.385,303.274,146,-0.011495769,-0.032487296,-0.020991527,0.182137,0.160497,-0.02164,9.4673,12.3745,-0.33831,0.21224,-0.04577,0.31034,506.3966675,-2.481436,-1.529666,-0.557888,0.905529,-0.946375,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ONCZDRURRATYFI-TVJDWZFNSA-N,"trifloxystrobin; (E,E)-alpha-(methoxyimino)-2-[[[[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]benzeneacetic acid methyl ester; methyl (alphaE)-alpha-(methoxyimino)-2-[[[[(1E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]-benzeneacetate; methyl (E)-methoxyimino-{(E)-alpha-[1-(alpha,alpha,alpha-trifluoro-m-tolyl)ethylideneaminooxy]-o-tolyl}ethyl acetate; methyl (alphaE)-alpha-(methoxyimino)-2-[[[(E)-[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]benzeneaceate; methyl (E)-methoxyimino-{(E)-alpha-[1-(alpha,alpha,alpha-trifluoro-m-tolyl)ethylideneaminooxy]-o-tolyl}acetate; (E)-methoxyimino-{[((((E)-2-1-(3-trifluoromethylphenyl)ethylidene)amino)oxy)methyl]phenyl}acetic acid methyl ester",CO\N=C(\C(=O)OC)C1=C(CO\N=C(/C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,500,0.08790873,E,25,395.149,408.377,72.9,-0.309004665,-0.324835852,-0.015831187,-0.041685,-0.059404,-0.017719,5.2289,6.3594,-0.34963,0.23577,-0.02224,0.32166,699.9544678,-1.459061,-0.922886,-0.5337,0.65382,-2.299476,48,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
ORILYTVJVMAKLC-UHFFFAOYSA-N,adamantane; ADAMANTAN,C1C2CC3CC1CC(C2)C3,Solubility: 30.6 weight-percent,0.246296012,E,20,238.84,136.237,267.75,-0.052521065,-0.053012599,-0.000491534,0.143876,0.142782,-0.001094,0,0.0021,-0.37382,0.41114,0.15313,0.34585,318.1123962,0,-1.972546,-0.323088,0.131318,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,codeine; CODEIN,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,100 g solvent dissolves. 16.3 g Substance.,-0.369151016,D,20,282.767,299.37,155,-0.125082928,-0.140950601,-0.015867672,0.165836,0.148615,-0.017221,4.9697,6.5979,-0.30702,0.26148,0.00347,0.27905,496.032074,-1.373629,-1.716609,-0.584836,0.339138,-1.72681,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
OSZUGFVVDWLSBH-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-heptanoyl-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-heptanoyl-harnstoff",CCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 1.19 g Substance.,-1.642960017,C,20,460.995,410.56,134,-0.100065752,-0.121978555,-0.021912803,0.329981,0.307883,-0.022098,4.7557,5.8552,-0.28346,0.2621,0.00409,0.25549,791.8483276,-1.191465,-2.819468,-0.602808,0.722256,-2.713248,64,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OXNIZHLAWKMVMX-UHFFFAOYSA-N,"2,4,6-trinitrotoluene; 2,4,6-Trinitrophenol; picric acid",OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,655.399,0.456469311,E,20,127.07,229.106,122,-0.0450622,-0.064229543,-0.019167343,0.020034,0.000119,-0.019915,1.9193,2.7226,-0.42174,0.1564,-0.10161,0.39377,362.4952087,-3.269979,-0.24456,-0.528529,0.911866,-0.555571,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PCCSBWNGDMYFCW-UHFFFAOYSA-N,"famoxadone; 5-methyl-5-(4-phenoxyphenyl)-3-(phenylamino)-2,4-oxazolidinedione; 3'-phenylamino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazoline-2,4-dione; 3-anilino-5-methyl-5-(4-phenoxyphenyl)-3-1,3-oxazolidine-2,4-dione; 3-phenylamino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazoline-2,4-dione; 5-methyl-5-(4-phenoxyphenyl)-3-phenylamino-1,3-oxazoline-2,4-dione; 3-anilino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazolidine-2,4-dione",CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,274,-0.135580637,D,25,345.784,374.396,141.4,-0.09102005,-0.10530749,-0.014287439,0.183916,0.168137,-0.015779,2.1054,3.1918,-0.33751,0.23048,-0.02753,0.30954,644.842041,-1.769573,-0.824045,-0.537504,0.745557,-2.419246,46,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
PCOBBVZJEWWZFR-UHFFFAOYSA-N,Retigabine; N-[2-amino-4-(4-fluorobenzylamino)-phenyl]carbamic acid ethyl ester; N-(2-amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester; N-[2-amino-4-(4-fluorobenzylamino)phenyl]carbamic acid ethyl ester; ethyl N-[2-amino-4-[[(4-fluorophenyl)methyl]amino]phenyl]carbamate; ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate; 2-amino-4-(4-fluorobenzylamino)-1-ethoxycarbonylaminobenzene,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,250,-0.083983947,D,NA,314.149,303.336,137,-0.157537319,-0.173227024,-0.015689705,0.08514,0.067298,-0.017842,2.0144,2.864,-0.29799,0.24634,-0.01167,0.27002,578.2492676,-1.109255,-0.811736,-0.620598,0.705557,-2.627346,40,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PCZOHLXUXFIOCF-BXMDZJJMSA-N,"lovastatin; 2-methyl-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-[2-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl]-1-naphthalenyl ester butanoic acid; Lovastatin; [1S-[1alpha(R*),3alpha,7beta,8beta(2S*,4S*),8alphabeta]]-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-[2-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl]-1-naphthalenyl 2-methylbutanoate; (1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl-(2S)-2-methyl butanoate; (1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate; (1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)- 4-hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate",[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,Solubility: 1.233 mol-percent,-0.778343399,D,25.6,392.128,404.547,173.47,-0.404295608,-0.425011181,-0.020715572,0.053115,0.031728,-0.021387,6.038,7.8431,-0.33125,0.27646,0.01845,0.30328,650.3902588,-2.723953,-3.164954,-0.601774,0.701553,-2.723953,65,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
PFURGBBHAOXLIO-PHDIDXHHSA-N,"trans-1,2-cyclohexandiol; trans-1,2-cyclohexanediol",O[C@@H]1CCCC[C@H]1O,66,-0.245512668,D,20,161.608,116.16,103.5,-0.180176572,-0.18742625,-0.007249678,-0.051287,-0.059355,-0.008068,0.8462,0.9874,-0.36766,0.34443,0.08642,0.33969,295.4293213,-1.205228,-0.86777,-0.602614,0.325329,-1.205228,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
PFVCRIULCASTAH-ZMGSENCKSA-N,"(1R)-3-((Z)-alpha-hydroxy-benzylidene)-1,7,7-trimethyl-norbornan-2-one; (1R)-3-((Z)-alpha-Hydroxy-benzyliden)-1,7,7-trimethyl-norbornan-2-on",CC1(C)[C@@H]2CC[C@@]1(C)C(=O)\C2=C(/O)C1=CC=CC=C1,100 g solvent dissolves. 19.0 g Substance.,-0.235201593,D,17,298.745,256.345,90,-0.088141498,-0.102626454,-0.014484957,0.170118,0.155296,-0.014822,5.2787,7.1344,-0.33957,0.24176,-0.01625,0.3116,477.2500305,-1.054098,-2.258541,-0.575034,0.58183,-1.054098,39,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
PJHUABJTDFXYRQ-UHFFFAOYSA-N,benzoyl azide; azidobenzoic acid; benzoic acid azide; benzoylazide; Benzoylazid; Benzoesaeureazid; Benzoylazimid,O=C(N=N#N)C1=CC=CC=C1,100 g solvent dissolves. 135 g Substance.,0.85748448,E,20,122.82,147.136,28,0.095325455,0.087732369,-0.007593086,0.16661,0.160551,-0.006059,3.3586,3.9446,-0.37589,0.21753,-0.04048,0.34792,327.4893494,-0.557837,-0.076862,-0.597429,0.669056,-0.753602,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
POOSGDOYLQNASK-UHFFFAOYSA-N,tetracosane; n-Tetracosane; Tetracosane; tetracosan; n-tetracosane; tetraeicosane; Tetracosan,CCCCCCCCCCCCCCCCCCCCCCCC,0.88,-2.585282514,B,19.85,624.627,338.661,50.69,-0.200267129,-0.203307612,-0.003040482,0.368941,0.366773,-0.002168,0,0,-0.39126,0.40085,0.14284,0.36329,878.3990479,0,-6.72371,-0.469929,0.14884,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POULHZVOKOAJMA-UHFFFAOYSA-N,lauric acid; laurate; Lauric Acid,CCCCCCCCCCCC(O)=O,Solubility: 22.42 molpercent,0.481329133,E,24.84,344.718,200.321,43.6,-0.239109157,-0.246911727,-0.00780257,0.027729,0.018505,-0.009224,2.1379,2.6913,-0.40478,0.2784,0.02039,0.37681,517.0142212,-1.121796,-2.509622,-0.575544,0.67867,-1.121796,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PPJVBBJMDLANLB-UHFFFAOYSA-N,"1,4,5-trinitronaphthalene; 1,4,5-trinitro-naphthalene; 1,4,5-Trinitro-naphthalin; 1,4,5-Trinitronaphthalin",O=N(=O)C1=CC=C(C2=C1C=CC=C2N(=O)=O)N(=O)=O,100 g solvent dissolves. 10.901 g Substance.,-0.487933625,D,15,158.547,263.166,148.5,0.075084828,0.055351269,-0.019733559,0.178707,0.158218,-0.020489,4.2879,6.458,-0.398,0.15085,-0.10716,0.37003,406.6635132,-2.855731,-0.688243,-0.517135,0.863659,-0.30331,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
PROQIPRRNZUXQM-ZXXIGWHRSA-N,Estriol; estriol,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,100 g solvent dissolves. 0.414 g Substance.,-1.948105681,C,30,324.844,288.387,281.25,-0.232377048,-0.245402321,-0.013025273,0.080443,0.065298,-0.015145,0.8295,0.9342,-0.3217,0.26738,0.00937,0.29373,500.6477966,-1.689306,-2.467183,-0.606105,0.349272,-1.689306,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
PRPINYUDVPFIRX-UHFFFAOYSA-N,naphth-1-yl acetic acid; 1-Naphthylacetic acid; 1-naphthylacetic acid,OC(=O)CC1=CC=CC2=CC=CC=C12,Solubility: 24.3 molpercent,0.516299798,E,25.79,194.969,186.21,131.75,-0.088185401,-0.097612711,-0.00942731,0.050111,0.03955,-0.010561,1.9178,2.5244,-0.3298,0.2358,-0.02221,0.30183,377.9585266,-1.100108,-0.811446,-0.565208,0.68765,-1.100108,24,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
PRWFRMQHEAGAIW-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-valeryl-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-valeryl-harnstoff",CCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 1.07 g Substance.,-1.658384817,C,20,490.256,382.506,150.5,-0.082375086,-0.10288858,-0.020513494,0.299627,0.278795,-0.020832,4.6263,5.8196,-0.28942,0.26106,0.00305,0.26145,731.5900879,-1.173906,-2.293762,-0.606399,0.717607,-2.691999,58,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PSPMLTCJDRSKFJ-UHFFFAOYSA-N,methyl 2-diazo-3-(methylamino)-3-oxopropanoate; 2-diazo-N-methyl-malonamic acid methyl ester; 2-Diazo-N-methyl-malonamidsaeure-methylester,CNC(=O)C(=N#N)C(=O)OC,100 g solvent dissolves. 45.7 g Substance.,0.35852951,E,18,152.858,157.129,76,-0.099936498,-0.12206836,-0.022131862,-0.020034,-0.04174,-0.021706,4.5731,7.7672,-0.37134,0.21282,-0.04519,0.34337,348.1190491,-1.645816,0.365682,-0.656081,0.750098,-1.616172,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PSVPUHBSBYJSMQ-UHFFFAOYSA-N,para-methanesulfonylbenzaldehyde; 4-Methylsulfonylbenzaldehyde,CS(=O)(=O)C1=CC=C(C=O)C=C1,Solubility: 1.109 g/100g solvent,-1.325526145,C,24.99,171.875,184.216,158.25,-0.134735047,-0.160588506,-0.025853459,-0.037456,-0.065208,-0.027752,5.0048,7.4605,-0.38557,0.2063,-0.05171,0.3576,361.1855164,-2.543081,-1.558033,-1.018762,2.539002,-0.004079,20,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
PTFIPECGHSYQNR-UHFFFAOYSA-N,3-n-Pentadecylphenol; 3-n-pentadecylphenol; 1-hydroxy-3-pentadecylbenzene; 3?pentadecylphenol; 3-(n-pentadecyl)phenol; 3-pentadecylphenol; saturated cardanol,CCCCCCCCCCCCCCCC1=CC=CC(O)=C1,Solubility: 35.1 molpercent,0.676000641,E,24.38,509.207,304.516,51.125,-0.160272765,-0.167557362,-0.007284597,0.26252,0.258171,-0.004349,2.136,2.6106,-0.33027,0.26701,0.009,0.3023,727.3583984,-0.502989,-4.767411,-0.502989,0.372006,-0.502989,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PTXOYBPJOMEDBV-UHFFFAOYSA-N,"9,10-dihydroanthracene-9,10-dicarboxylic anhydride; 9,10-dihydro-anthracene-9,10-dicarboxylic acid anhydride; 9,10-Dihydro-anthracen-9,10-dicarbonsaeure-anhydrid; 9,10-Dihydroanthracen-9,10-dicarbonsaeureanhydrid",O=C1OC(=O)C2C3=C(C=CC=C3)C1C1=C2C=CC=C1,20,-1.097351032,C,15,217.74,250.254,197.5,-0.099839555,-0.114270909,-0.014431354,0.067651,0.052286,-0.015365,6.5159,8.2249,-0.3684,0.23451,-0.0235,0.34043,435.9997864,-1.478478,-0.278338,-0.554779,0.687946,-1.478478,29,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
PVILRJKUAKYHEK-UHFFFAOYSA-N,5-(pyridine-4-ylmethoxy)isophthalic acid dimethyl ester,COC(=O)C1=CC(=CC(OCC2=CC=NC=C2)=C1)C(=O)OC,60,-0.70084644,D,NA,310.792,301.299,101.75,-0.229019301,-0.247625854,-0.018606553,-0.02294,-0.044507,-0.021567,3.2183,4.1106,-0.35268,0.21206,-0.04595,0.32471,565.2957153,-2.345052,0.115328,-0.557108,0.640891,-2.715856,37,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
PVNIIMVLHYAWGP-UHFFFAOYSA-N,nicotinic acid; pyridine-3-carboxylic acid; m-pyridinecarboxylic acid,OC(=O)C1=CC=CN=C1,3.9,-1.499232252,C,23,114.755,123.111,234.875,-0.085963951,-0.095389478,-0.009425527,-0.024111,-0.034845,-0.010734,1.3589,1.6823,-0.39327,0.21361,-0.0444,0.3653,283.1025085,-1.095286,0.383866,-0.566189,0.688297,-1.475161,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
QCDYQQDYXPDABM-UHFFFAOYSA-N,"3,5-dihydroxyphenol; Phloroglucinol",OC1=CC(O)=CC(O)=C1,431.316,0.534039156,E,25,118.458,126.112,216.75,-0.184461547,-0.196330264,-0.011868717,-0.115177,-0.128294,-0.013117,2.6206,3.4068,-0.34468,0.26095,0.00294,0.31671,286.9823914,-1.446782,-0.256984,-0.661283,0.541104,-1.446782,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
