StdInChIKey,Name,Smile,Sol,LogS,S,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
NTEQGUOUNBBNKZ-QURGRASLSA-N,1-[3-(4-hydroxy-biphenyl-3-ylazo)-phenyl]-ethanone; 1-[3-(4-Hydroxy-biphenyl-3-ylazo)-phenyl]-aethanon,CC(=O)c1cccc(c1)N=Nc2cc(ccc2O)c3ccccc3,100 g solvent dissolves. 6.11 g Substance.,-0.771634878,0.169186272,E,30,241.144,316.359,120,-1031.727374,-1031.733064,-0.00568962,-1031.46611,-1031.468918,-0.002808,2.7103,3.2691,-0.22349,0.07339,-0.10693,0.06458,588.9994507,-1.27356,-2.66739,-0.77717,0.56924,-1.68985,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NZHXEWZGTQSYJM-UHFFFAOYSA-N,bromo-triphenyl-methane; trityl bromide,BrC(c1ccccc1)(c2ccccc2)c3ccccc3,100 g solvent dissolves. 39.5 g Substance.,0.029586852,1.070500445,F,25,243.066,323.232,150,-3304.818291,-3304.821217,-0.00292626,-3304.583766,-3304.586019,-0.002253,2.514,2.9982,-0.25025,0.11642,-0.0639,0.09134,500.1298218,0,-3.70485,-0.24116,0.25846,-0.08324,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
NZXYYWMLCFKCPV-UHFFFAOYSA-N,"1,2-dimethoxy-3,4,5-trinitrobenzene; 3,4,5-trinitroveratrol; 1,2-dimethoxy-3,4,5-trinitro-benzene; 1,2-Dimethoxy-3,4,5-trinitro-benzol; 3.4.5-Trinitro-brenzcatechin-dimethylaether; 3.4.5-Trinitro-veratrol; 1,2,3-Trinitro-4,5-dimethoxy-benzol",COc1cc(c(c(c1OC)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,33,-0.917901574,0.12080876,E,18,195.008,273.159,150.5,-1074.792251,-1074.800584,-0.00833245,-1074.66737,-1074.675829,-0.008459,9.8254,11.3526,-0.28592,0.04703,-0.13329,0.12701,431.6945801,-3.15918,-0.04071,-0.54882,0.50495,-1.65211,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
OENYBIZVWXUXCG-UHFFFAOYSA-N,3-chloro-mandelic acid-amide; 3-Chlor-mandelsaeure-amid; 3-Chlor-DL-mandelamid,NC(=O)C(O)c1cccc(Cl)c1,0.21,-2.946382076,0.001131405,C,22,119.793,185.61,126.5,-975.0975723,-975.1035473,-0.005974972,-974.985217,-974.991504,-0.006287,4.8001,5.6986,-0.26162,0.13831,-0.04201,0.10271,357.747345,-1.43799,-0.40099,-0.85073,0.66017,-2.29136,20,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OETISESXIXCPAD-UHFFFAOYSA-N,1-azacyclotetradecan-2-one; azacyclotetradecan-2-one; Azacyclotetradecan-2-on; tridecanolactam; 1-Aza-2-cyclotetradecanon; 2-Oxo-azacyclopentadecan; omega-Laurolactam,O=C1CCCCCCCCCCCCN1,9.9,-1.329362948,0.046842175,D,22,163.242,211.348,150,-640.4654464,-640.4694047,-0.003958336,-640.139455,-640.143308,-0.003853,3.4165,4.0608,-0.25366,0.17439,-0.00593,0.09475,441.5088806,-0.67834,-4.79868,-0.67834,0.68473,-1.34324,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
OFOBLEOULBTSOW-UHFFFAOYSA-N,malonic acid; Malonic acid; propanedioic Acid,OC(=O)CC(O)=O,100 g solvent dissolves. 0.0014 g Substance.,-3.928660027,0.000117853,B,25,71.87,104.062,137,-417.6608841,-417.6680412,-0.007157159,-417.613108,-417.62026,-0.007152,2.9605,3.4651,-0.29391,0.15949,-0.02083,0.135,253.0617828,-2.63566,0.96847,-0.72948,0.81857,-2.63566,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
OHFMYIFFLOZSMF-UHFFFAOYSA-N,"1,2-bis(2-oxo-5,5-dimethyl-1,3,2-dioxyphosphacyclohexyl-2-imino)ethane; 1,4-bis(5,5-dimethyl-1,3-dioxahexaprolide)ethane; BODIE",CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2,Solubility: 0.0063 molpercent,-3.150861982,0.000706542,B,24.99,273.329,356.296,273,-1716.680316,-1716.692748,-0.012432,-1716.33251,-1716.345876,-0.013366,0.0035,0.0002,-0.25988,0.16946,-0.01086,0.10097,581.6289063,-5.6705,-4.06732,-1.11276,2.55036,-2.71958,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
OLBYFEGTUWWPTR-SQFISAMPSA-N,(Z)-benzilmonooxime; benzil alpha-monoxime; beta-benzil monoxime; beta-Benzilmonoxime; (Z)-benzil monooxime; (Z)-Benzilmonooxime; (Z)-benzil monoxime,O/N=C(/c1ccccc1)C(=O)c2ccccc2,Solubility :5.7 Mol percent.,-0.194327676,0.639252336,E,33.5,169.3,225.247,111,-745.2788648,-745.2839238,-0.005059036,-745.105219,-745.110355,-0.005136,3.2241,3.8318,-0.2432,0.10077,-0.07955,0.08429,443.6251221,-1.14892,-1.76498,-0.59981,0.54871,-1.29556,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OLVPZKMXZBVFAM-UHFFFAOYSA-N,"2-(1-decyl)-2,2-dimethylacetohydroxamic acid; 2-(1-Decyl)-2,2-dimethyl-acetohydroxamsaeure",CCCCCCCCCCC(C)(C)C(=O)NO,2.434,-1.999982157,0.010000411,D,26,202.873,243.39,95.5,-756.1371498,-756.1454991,-0.008349251,-755.771469,-755.779747,-0.008278,5.2976,6.0898,-0.24186,0.15608,-0.02424,0.08295,580.2808228,-1.21576,-5.68857,-0.68672,0.66599,-1.57461,46,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ONBYIMHQEQLHBZ-UHFFFAOYSA-N,"[4.4]orthocyclopha-1,3,11,13-tetrayne; [4.4]Orthocyclopha-1,3,11,13-tetrain",c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,6,-1.616797483,0.024165875,D,20,197.874,248.284,78.5,-766.7382194,-766.7411792,-0.00295977,-766.580458,-766.583427,-0.002969,0.0008,0.0005,-0.21203,0.08177,-0.09855,0.05312,472.5059509,0,-2.05502,-0.22927,0.25966,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ONZOGXRINCURBP-AOOOYVTPSA-N,meso-tartaric acid diisobutyl ester; Mesoweinsaeure-diisobutylester; Diisobutyl-mesotartrat,O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C,100 g solvent dissolves. 17 g Substance.,-0.24585023,0.567740362,E,20,153.161,262.303,81.5,-921.9298602,-921.9358055,-0.005945248,-921.641917,-921.648152,-0.006235,4.2195,4.9367,-0.2769,0.15493,-0.02539,0.11799,531.477417,-3.92187,-2.00018,-0.78317,0.82036,-3.92187,40,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OOSBCICQIJKSIO-UHFFFAOYSA-N,"1,5-dibenzoylnaphthalene; 1,5-dibenzoyl-naphthalene; 1,5-Dibenzoyl-naphthalin; 1,5-Dibenzoylnaphthalin",O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4,Solubility: 1.430 weight-percent,-1.429002933,0.037238919,D,25,204.971,336.39,188,-1074.685654,-1074.692061,-0.0064067,-1074.40879,-1074.415559,-0.006769,5.29,6.2872,-0.23364,0.0958,-0.08452,0.07473,589.3147583,-1.12494,-2.95455,-0.56247,0.56537,-1.12494,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
OQIQNXUBIATXQJ-GDNBJRDFSA-N,(3-bromo-phenylhydrazono)-cyano-acetic acid ethyl ester; (3-Brom-phenylhydrazono)-cyan-essigsaeure-aethylester,CCOC(=O)C(=NNc1cccc(Br)c1)C#N,100 g solvent dissolves. 0.8348 g Substance.; alpha-form,-1.607385594,0.024695306,D,15,203.386,296.123,153,-3311.612733,-3311.619277,-0.00654342,-3311.460391,-3311.466991,-0.0066,3.9962,4.7832,-0.24703,0.07687,-0.10345,0.08812,489.7362976,-1.15639,-0.82678,-0.71251,0.78915,-1.87452,27,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ORILYTVJVMAKLC-UHFFFAOYSA-N,adamantane; ADAMANTAN,C1C2CC3CC1CC(C2)C3,Solubility: 2.3 weight-percent,-0.83006313,0.14788934,E,20,108.876,136.237,206,-390.732904,-390.7332096,-0.000305614,-390.520151,-390.520326,-0.000175,0.0002,0.0007,-0.2788,0.17732,-0.003,0.11989,317.594635,0,-3.85838,-0.4563,0.24827,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,codeine; CODEIN,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,100,-0.476208277,0.334034807,E,25,274.783,299.37,151,-978.9472976,-978.95408,-0.006782356,-978.628251,-978.635091,-0.00684,2.7882,3.327,-0.19889,0.16883,-0.01149,0.03998,500.4785767,-1.8257,-2.89724,-0.76644,0.5019,-2.38172,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
OULGPEGCMIIUQN-UHFFFAOYSA-N,octan-3-one semicarbazone; Octan-3-on-semicarbazon; Aethylpentylketon-semicarbazon; Aethyl-n-amyl-keton-semicarbazon; Aethyl-pentyl-keton-semicarbazon; Octanon-(3)-semicarbazon,CCCCCC(CC)=NNC(N)=O,62.8,-0.469843114,0.338966583,E,20,193.194,185.269,117,-593.9110031,-593.9172136,-0.006210565,-593.672999,-593.679486,-0.006487,4.7428,5.4641,-0.23703,0.15829,-0.02203,0.07812,456.6249084,-0.70018,-2.74305,-0.89021,0.79415,-2.39012,32,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OXNIZHLAWKMVMX-UHFFFAOYSA-N,"2,4,6-trinitrotoluene; 2,4,6-Trinitrophenol; picric acid",Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,75.5,-0.482089511,0.329541784,E,22.4,153.139,229.106,122,-920.9947582,-921.0020725,-0.007314312,-920.924066,-920.931478,-0.007412,1.6846,1.9491,-0.31587,0.02153,-0.15879,0.15696,364.3731995,-2.85996,0.18582,-0.6393,0.54213,-1.35805,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PCTSKBFIBUMUSL-UHFFFAOYSA-N,N-trichlorophosphoranylidene-naphthalene-2-sulfonamide; N-Trichlorphosphoranyliden-naphthalin-2-sulfonamid,Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1,57,-0.778874472,0.166389351,E,19,205.901,342.57,131,-2710.613214,-2710.619056,-0.00584179,-2710.504004,-2710.509669,-0.005665,4.3407,5.0918,-0.2422,0.06737,-0.11295,0.08329,495.9848022,-1.89335,-1.91491,-1.3039,2.32595,0.11422,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
PDLXUMBZNQXZBK-VZUCSPMQSA-N,2-azido-2-methyl-3-semicarbazono-butyric acid ethyl ester; 2-Azido-2-methyl-3-semicarbazono-buttersaeure-aethylester,CCOC(=O)C(C)(N=[N+]=[N-])C(C)=NNC(N)=O,333.333,0.138636039,1.37605578,F,NA,167.111,242.238,122,-867.4350765,-867.4434311,-0.00835466,-867.241101,-867.249454,-0.008353,3.4577,3.8889,-0.25293,0.12438,-0.05594,0.09402,454.899231,-1.84973,-0.44102,-0.88206,0.82718,-3.66807,31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEGCITODQASXKH-UHFFFAOYSA-N,diphenyl(methyl)phosphine oxide; Methyldiphenylphosphine oxide; methyldiphenylphosphine oxide,C[P](=O)(c1ccccc1)c2ccccc2,Solubility: 6.975 molpercent,-0.17839989,0.66313219,E,24.97,145.685,216.219,111,-919.8423608,-919.8483697,-0.006008881,-919.659675,-919.665171,-0.005496,4.2589,5.0678,-0.262,0.13487,-0.04545,0.10309,431.0776367,-1.11957,-4.21488,-1.11957,1.98623,0.86666,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
PEJQKHLWXHKKGS-UHFFFAOYSA-N,"octachlorocyclotetraphosphazene; octachlorocyclotetraphosphazatetraene; tetrakisphosphorus nitride dichloride; octachloro-cycyclo(tetraphosphazene); octachlor-cyclo-tetraphosphazene; octachloro-cyclotetraphosphazene; 2,2,4,4,6,6,8,8-octachloro-2lambda5,4lambda5,6lambda5,8lambda5-cyclotetraphosphazene",Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl,Solubility: 2.142E1 g/100g solvent,-0.392769265,0.404790895,E,20,218.571,463.546,124,-5266.209139,-5266.211411,-0.00227196,-5266.222423,-5266.22378,-0.001357,0.0003,0.0002,-0.29148,0.08517,-0.09515,0.13257,496.3424683,0,0,-1.47395,1.87662,1.67E-16,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
PEXWJYDPDXUVSV-BQYQJAHWSA-N,(E)-3-phenyl-2-butenoic acid; (E)-beta-methylcinnamic acid; (E)-3-phenyl but-2-enoic acid; 3-methyl-3-phenylacrylic acid; (E)-3-phenylbut-2-enoic acid; (E)-4-phenyl-2-butenoic acid; beta-methylcinnamic acid,C\C(=C/C(O)=O)c1ccccc1,100 g solvent dissolves. 19.2 g Substance.,0.015786616,1.037018767,F,21,126.271,162.188,97,-537.5609163,-537.5648809,-0.003964602,-537.421506,-537.425768,-0.004262,2.3724,2.7419,-0.24946,0.10637,-0.07395,0.09055,363.4827576,-1.36732,-1.44824,-0.72857,0.77784,-1.36732,22,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
PEXWJYDPDXUVSV-FPLPWBNLSA-N,(Z)-3-phenylbut-2-enoic acid; (Z)-beta-methylcinnamic acid; (Z)-3-phenyl but-2-enoic acid; (Z)-3-phenyl-2-butenoic acid; (Z)-3-methylcinnamic acid; (Z)-3-phenyl-but-2-enoic acid; Hoeherschmelzende beta-Methyl-zimtsaeure,C\C(=C\C(O)=O)c1ccccc1,100 g solvent dissolves. 7.85 g Substance.,-0.372644955,0.423989445,E,21,133.084,162.188,129,-537.5557432,-537.5601931,-0.004449944,-537.417166,-537.422049,-0.004883,1.7777,2.1056,-0.24719,0.11667,-0.06365,0.08828,364.526123,-1.35398,-1.42239,-0.72891,0.77755,-1.35398,22,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
PFVCRIULCASTAH-ZMGSENCKSA-N,"(1R)-3-((Z)-alpha-hydroxy-benzylidene)-1,7,7-trimethyl-norbornan-2-one; (1R)-3-((Z)-alpha-Hydroxy-benzyliden)-1,7,7-trimethyl-norbornan-2-on",CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3,100 g solvent dissolves. 37.3 g Substance.,0.105388087,1.274641596,F,17,195.39,256.345,88,-810.3083254,-810.3146181,-0.006292632,-810.020414,-810.026797,-0.006383,5.2441,6.1293,-0.22748,0.11836,-0.06196,0.06857,474.7589722,-1.26133,-3.95862,-0.67961,0.57922,-1.26133,39,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
PJANXHGTPQOBST-VAWYXSNFSA-N,"(E)-1,2-diphenyl-ethene; trans-Stilbene; stilben; (E)-1,1'-(1,2-ethenediyl)bis-benzene",c1ccc(cc1)\C=C\c2ccccc2,102.119,-0.246766311,0.566544058,E,19,162.372,180.249,124,-540.7299466,-540.7324238,-0.002477113,-540.554487,-540.556646,-0.002159,0,0,-0.21267,0.11676,-0.06356,0.05376,414.5311584,0,-2.89978,-0.24386,0.24725,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
PJHUABJTDFXYRQ-UHFFFAOYSA-N,benzoyl azide; azidobenzoic acid; benzoic acid azide; benzoylazide; Benzoylazid; Benzoesaeureazid; Benzoylazimid,[N-]=[N+]=NC(=O)c1ccccc1,100 g solvent dissolves. 100 g Substance.,0.774785161,5.953675512,F,20,98.223,147.136,30,-509.2016072,-509.2044285,-0.002821309,-509.122598,-509.125525,-0.002927,3.3492,3.7844,-0.27654,0.09272,-0.0876,0.11763,324.209259,-0.59279,-0.58081,-0.59279,0.65795,-0.71046,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
PJYGUOOQKCIMEO-UHFFFAOYSA-N,N2-Butyryl-glutarsaeure-monohydrazid,CCCC(=O)NNC(=O)CCCC(=O)O,1.0812,-2.30102397,0.005000069,C,25,182.726,216.237,161,-763.0481128,-763.0574584,-0.009345645,-762.835774,-762.847388,-0.011614,1.5739,1.8223,-0.24086,0.16515,-0.01517,0.08195,479.8884888,-2.70216,-1.13459,-0.72785,0.8227,-3.63898,31,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PLPWYNVDCPPLMM-UHFFFAOYSA-N,4-((4-methylphenyl)azo)phenol; p-hydroxy-p?-methyl-azobenzene; 4-[(4-methylphenyl)diazenyl]phenol; 4-hydroxy-4'-methyl azobenzene; 4-hydroxyl-4'-methylazobenzene; 4-methyl-4'-hydroxy azobenzene; 4-(4-hydroxyphenylazo)toluene,Cc1ccc(cc1)N=Nc2ccc(O)cc2,100 g solvent dissolves. 3.0 g Substance.,-0.907224384,0.123815671,E,30,161.93,212.251,148,-687.3260489,-687.3303363,-0.004287418,-687.146976,-687.152335,-0.005359,1.3191,1.4863,-0.21964,0.09584,-0.08448,0.06073,448.9611206,-0.70347,-2.17026,-0.70347,0.51533,-1.12031,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
POULHZVOKOAJMA-UHFFFAOYSA-N,lauric acid; laurate; Lauric Acid,CCCCCCCCCCCC(O)=O,100 g solvent dissolves. 186 g Substance.,0.910290571,8.133745341,F,25,208.367,200.321,44,-622.2436315,-622.2471904,-0.003558841,-621.94493,-621.948792,-0.003862,1.5475,1.7847,-0.28923,0.1742,-0.00612,0.13032,518.1315918,-1.35687,-4.59346,-0.72859,0.82294,-1.35687,38,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PQBRXQUGVASQBU-UHFFFAOYSA-N,"m-tolualdehyde (2,4-dinitrophenyl)hydrazone; 3-methyl-benzaldehyde-(2,4-dinitro-phenylhydrazone); m-[Toluylaldehyd-(2.4-dinitro-phenylhydrazon); 3-Methyl-benzaldehyd-(2,4-dinitro-phenylhydrazon); <3-Methyl-benzaldehyd>-2.4-dinitro-phenylhydrazon; m-Methyl-benzaldehyd-(2,4-dinitro-phenylhydrazon); 3-Methyl-benzaldehyd-2.4-dinitro-phenylhydrazon",Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,1.52,-2.295674141,0.005062043,C,20,206.636,300.274,211,-1060.449182,-1060.456325,-0.00714259,-1060.247767,-1060.255512,-0.007745,9.2645,10.6895,-0.23887,0.05951,-0.12081,0.07996,533.53125,-1.63156,-1.97045,-0.7011,0.49218,-1.30586,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PRCOWBGHTCNVDZ-FPLPWBNLSA-N,trans-non-2-enamide; trans-Non-2-enamid,CCCCCC/C=C/C(N)=O,100 g solvent dissolves. 0.24 g Substance.,-1.868288286,0.013542901,D,20,127.303,155.24,132,-483.2034944,-483.2090476,-0.005553155,-482.995449,-483.001477,-0.006028,3.816,4.3686,-0.25888,0.14016,-0.04016,0.09997,423.6634216,-0.67324,-2.87021,-0.86265,0.64031,-1.53589,28,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QEIRHBKKYVWAOM-UHFFFAOYSA-N,"p-hydroxytrityl alcohol; p-hydroxy-alpha,alpha-diphenylbenzyl alcohol; 4-[hydroxy(diphenyl)methyl]phenol; (4-Hydroxy-phenyl)-diphenyl-methanol; Hydroxy-diphenyl-(4-hydroxy-phenyl)-methan; 4-Oxy-triphenylcarbinol; Diphenyl-(4-oxy-phenyl)-carbinol",Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3,6.667,-1.61750544,0.024126513,D,20,228.203,276.335,160,-884.1203804,-884.1254951,-0.005114682,-883.868014,-883.873686,-0.005672,0.8042,0.941,-0.22812,0.15064,-0.02968,0.06921,506.905304,-1.47978,-3.053,-0.7661,0.51256,-1.47978,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
QIJZEVMDXMIRHM-AEMDVCDZSA-N,"diethyl-2,4,6,8,9,10-hexathia-adamantane; Diaethyl-2,4,6,8,9,10-hexathia-adamantan",CCC12SC3SC(S1)SC(CC)(S3)S2,14,-1.3318306,0.046576773,D,NA,178.605,300.579,250,-2701.191,-2701.195416,-0.00441594,-2701.042387,-2701.046771,-0.004384,0.8326,0.8857,-0.2289,0.14234,-0.03798,0.06999,419.8461914,0,-5.04905,-0.78373,0.32248,1.83839,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
QIQXTHQIDYTFRH-UHFFFAOYSA-N,stearic acid; n-octadecanoic acid,CCCCCCCCCCCCCCCCCC(O)=O,100 g solvent dissolves. 2.40 g Substance.,-1.131340971,0.073902483,D,20,280.749,284.483,70,-858.1318614,-858.1354924,-0.003631026,-857.674982,-857.679165,-0.004183,1.5459,1.7847,-0.28866,0.17422,-0.0061,0.12975,710.6550293,-1.35682,-7.32678,-0.72838,0.82288,-1.35682,56,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
QJGNSTCICFBACB-UHFFFAOYSA-N,octylmalonic acid; 2-n-octyl malonic acid; Octyl-malonsaeure; octyl-propanedioic acid; nonane dicarboxylic acid,CCCCCCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.0132 g Substance.,-3.271932299,0.000534648,B,25,162.525,216.277,115,-732.1842641,-732.1902158,-0.005951723,-731.92895,-731.935164,-0.006214,2.2126,2.5941,-0.29823,0.15215,-0.02817,0.13932,495.5364685,-2.652,-2.70695,-0.71907,0.8374,-2.652,35,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
QLCFFBOGHZDLGO-UHFFFAOYSA-N,3-chloro-7H-benzo(de)anthracen-7-one; 3-Chloro-7H-benz<de>anthracen-7-one; 3-Chlorobenzanthrone; 3-chloro-benz[de]anthracen-7-one; 3-Chlor-benz[de]anthracen-7-on; Bz 1-Chlor-benzanthron; 3-Chlor-benzanthron aus Benzanthron,Clc1ccc2c3ccccc3C(=O)c4cccc1c24,100 g solvent dissolves. 1.318 g Substance.,-1.360352472,0.04361617,D,20,196.956,264.711,180,-1188.712745,-1188.716511,-0.00376592,-1188.545365,-1188.549917,-0.004552,2.8239,3.452,-0.23085,0.07508,-0.10524,0.07194,434.7248535,-0.59688,-1.7246,-0.59688,0.5459,-0.58788,28,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
QMGVPVSNSZLJIA-FVWCLLPLSA-N,strychnidin-10-one; Nux Vomica; Strychnine; [3H]-strychnine; (-)-Strychnine; strychnin; strychnine,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,100 g solvent dissolves. 0.76 g Substance.,-1.700971947,0.019908019,D,25,256.522,334.418,288,-1073.443231,-1073.449086,-0.00585546,-1073.08668,-1073.092761,-0.006081,4.3797,5.1291,-0.21393,0.15576,-0.02456,0.05502,500.3267822,-1.2489,-3.27649,-0.64539,0.69999,-2.27409,47,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
