StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
NOIRTYMOEFHJRM-UHFFFAOYSA-N,N-(methoxymethyl)phthalimide; N-methoxymethyl phthalimide; N-methoxymethylphthalimide; N-methoxymethylphtalimide; N-methoxymethyl-phthalimide; N-Methoxymethyl-phthalimid,COCN1C(=O)c2ccccc2C1=O,83.333,-0.36063907,E,25,189.528,191.186,118,-0.138082182,-0.14362623,-0.005544048,-0.013772,-0.019694,-0.005922,3.706,4.4007,-0.38065,0.1274,-0.05292,0.22174,377.4483948,-1.399815,0.563926,-0.577659,0.635953,-1.977474,23,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
NRDWUPPIGBHWAS-ZJUUUORDSA-N,"(+)-byssochlamic acid; byssochalamic acid; byssochlamic acid; (3S)-8c-ethyl-3r-propyl-cyclonona-1,5-diene-1,2,5,6-tetracarboxylic acid-1,2;5,6-dianhydride; (3S)-8c-Aethyl-3r-propyl-cyclonona-1,5-dien-1,2,5,6-tetracarbonsaeure-1,2;5,6-dianhydrid; Byssochlamsaeure",CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,75,-0.64653834,E,20,293.77,332.353,164.5,-0.324433799,-0.336310591,-0.011876792,-0.056029,-0.06754,-0.011511,7.1694,8.1917,-0.40964,0.10722,-0.0731,0.25073,567.4729614,-2.659631,-0.57859,-0.534492,0.70079,-2.659631,44,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NTEQGUOUNBBNKZ-QURGRASLSA-N,1-[3-(4-hydroxy-biphenyl-3-ylazo)-phenyl]-ethanone; 1-[3-(4-Hydroxy-biphenyl-3-ylazo)-phenyl]-aethanon,CC(=O)c1cccc(c1)N=Nc2cc(ccc2O)c3ccccc3,100 g solvent dissolves. 6.11 g Substance.,-0.771634878,E,30,296.194,316.359,120,0.052127039,0.046475934,-0.005651106,0.288817,0.283087,-0.00573,3.255,3.483,-0.32746,0.13151,-0.04881,0.16855,598.9692993,-0.967343,-1.658429,-0.637975,0.602547,-1.253086,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NZHXEWZGTQSYJM-UHFFFAOYSA-N,bromo-triphenyl-methane; trityl bromide,BrC(c1ccccc1)(c2ccccc2)c3ccccc3,100 g solvent dissolves. 39.5 g Substance.,0.029586852,F,25,255.39,323.232,150,0.120442463,0.118034519,-0.002407944,0.336799,0.334073,-0.002726,2.3376,2.7355,-0.34637,0.1504,-0.02992,0.18746,499.2363586,0,-2.123502,-0.235528,0.166186,-0.235528,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
NZXYYWMLCFKCPV-UHFFFAOYSA-N,"1,2-dimethoxy-3,4,5-trinitrobenzene; 3,4,5-trinitroveratrol; 1,2-dimethoxy-3,4,5-trinitro-benzene; 1,2-Dimethoxy-3,4,5-trinitro-benzol; 3.4.5-Trinitro-brenzcatechin-dimethylaether; 3.4.5-Trinitro-veratrol; 1,2,3-Trinitro-4,5-dimethoxy-benzol",COc1cc(c(c(c1OC)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,33,-0.917901574,E,18,170.685,273.159,150.5,-0.065504233,-0.075126169,-0.009621936,0.045847,0.03465,-0.011197,11.2322,13.0259,-0.37536,0.09716,-0.08316,0.21645,432.9893799,-3.22891,-0.520422,-0.453321,0.870636,-0.687583,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
OENYBIZVWXUXCG-UHFFFAOYSA-N,3-chloro-mandelic acid-amide; 3-Chlor-mandelsaeure-amid; 3-Chlor-DL-mandelamid,NC(=O)C(O)c1cccc(Cl)c1,0.21,-2.946382076,C,22,146.766,185.61,126.5,-0.117515771,-0.124054505,-0.006538734,-0.019492,-0.026163,-0.006671,4.9769,5.8142,-0.36035,0.16075,-0.01957,0.20144,361.7352295,-1.089034,-0.028914,-0.568416,0.532403,-1.731663,20,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OETISESXIXCPAD-UHFFFAOYSA-N,1-azacyclotetradecan-2-one; azacyclotetradecan-2-one; Azacyclotetradecan-2-on; tridecanolactam; 1-Aza-2-cyclotetradecanon; 2-Oxo-azacyclopentadecan; omega-Laurolactam,O=C1CCCCCCCCCCCCN1,9.9,-1.329362948,D,22,297.331,211.348,150,-0.152791177,-0.15733034,-0.004539163,0.143,0.137945,-0.005055,3.587,4.1868,-0.35527,0.22885,0.04853,0.19636,437.5828247,-0.601518,-2.509012,-0.601518,0.62126,-1.115468,40,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
OFOBLEOULBTSOW-UHFFFAOYSA-N,malonic acid; Malonic acid; propanedioic Acid,OC(=O)CC(O)=O,100 g solvent dissolves. 0.0014 g Substance.,-3.928660027,B,25,86.609,104.062,137,-0.288479303,-0.295016166,-0.006536863,-0.25042,-0.257572,-0.007152,3.0918,3.7007,-0.43106,0.18184,0.00152,0.27215,254.9461517,-2.04945,0.836691,-0.537829,0.68543,-2.04945,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
OHFMYIFFLOZSMF-UHFFFAOYSA-N,"1,2-bis(2-oxo-5,5-dimethyl-1,3,2-dioxyphosphacyclohexyl-2-imino)ethane; 1,4-bis(5,5-dimethyl-1,3-dioxahexaprolide)ethane; BODIE",CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2,Solubility: 0.0063 molpercent,-3.150861982,B,24.99,340.254,356.296,273,-0.660841786,-0.675257728,-0.014415942,-0.349564,-0.364381,-0.014817,5.1363,5.9902,-0.35689,0.2068,0.02648,0.19798,518.7490234,-4.255682,-2.227429,-0.859795,1.749662,-2.132552,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
OLBYFEGTUWWPTR-SQFISAMPSA-N,(Z)-benzilmonooxime; benzil alpha-monoxime; beta-benzil monoxime; beta-Benzilmonoxime; (Z)-benzil monooxime; (Z)-Benzilmonooxime; (Z)-benzil monoxime,O/N=C(/c1ccccc1)C(=O)c2ccccc2,Solubility :5.7 Mol percent.,-0.194327676,E,33.5,235.415,225.247,111,0.038268824,0.033674654,-0.00459417,0.195064,0.19044,-0.004624,3.0896,3.6205,-0.35417,0.15653,-0.02379,0.19526,442.5257874,-0.829334,-1.033856,-0.45015,0.545064,-0.886364,28,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OLVPZKMXZBVFAM-UHFFFAOYSA-N,"2-(1-decyl)-2,2-dimethylacetohydroxamic acid; 2-(1-Decyl)-2,2-dimethyl-acetohydroxamsaeure",CCCCCCCCCCC(C)(C)C(=O)NO,2.434,-1.999982157,D,26,371.864,243.39,95.5,-0.172468368,-0.180426735,-0.007958367,0.15295,0.14347,-0.00948,5.4234,6.1722,-0.33703,0.19582,0.0155,0.17812,575.0539551,-0.893406,-3.21772,-0.548066,0.536472,-1.216273,46,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ONBYIMHQEQLHBZ-UHFFFAOYSA-N,"[4.4]orthocyclopha-1,3,11,13-tetrayne; [4.4]Orthocyclopha-1,3,11,13-tetrain",c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,6,-1.616797483,D,20,233.514,248.284,78.5,0.447725947,0.445790445,-0.001935502,0.601378,0.599179,-0.002199,0.0012,0.0011,-0.32074,0.13561,-0.04471,0.16183,473.1511841,0,-1.299493,-0.145179,0.166932,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ONZOGXRINCURBP-AOOOYVTPSA-N,meso-tartaric acid diisobutyl ester; Mesoweinsaeure-diisobutylester; Diisobutyl-mesotartrat,O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C,100 g solvent dissolves. 17 g Substance.,-0.24585023,E,20,332.792,262.303,81.5,-0.471808509,-0.477372547,-0.005564038,-0.223153,-0.227734,-0.004581,3.8895,4.6605,-0.39091,0.18276,0.00244,0.232,517.3641968,-2.928412,-0.935977,-0.507941,0.573023,-2.928412,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OOSBCICQIJKSIO-UHFFFAOYSA-N,"1,5-dibenzoylnaphthalene; 1,5-dibenzoyl-naphthalene; 1,5-Dibenzoyl-naphthalin; 1,5-Dibenzoylnaphthalin",O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4,Solubility: 1.430 weight-percent,-1.429002933,D,25,308.737,336.39,188,0.051743405,0.045606882,-0.006136523,0.305996,0.299457,-0.006539,6.2281,7.257,-0.34266,0.14285,-0.03747,0.18375,588.5492554,-0.979256,-1.575934,-0.489629,0.552465,-0.979256,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
OQIQNXUBIATXQJ-GDNBJRDFSA-N,(3-bromo-phenylhydrazono)-cyano-acetic acid ethyl ester; (3-Brom-phenylhydrazono)-cyan-essigsaeure-aethylester,CCOC(=O)C(=NNc1cccc(Br)c1)C#N,100 g solvent dissolves. 0.8348 g Substance.; alpha-form,-1.607385594,D,15,221.15,296.123,153,0.015296756,0.007412202,-0.007884554,0.152552,0.144323,-0.008229,5.0082,6.0992,-0.34889,0.12732,-0.053,0.18998,489.0411072,-0.965666,-0.36833,-0.536048,0.680253,-1.429049,27,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ORILYTVJVMAKLC-UHFFFAOYSA-N,adamantane; ADAMANTAN,C1C2CC3CC1CC(C2)C3,Solubility: 2.3 weight-percent,-0.83006313,E,20,185.564,136.237,206,-0.052521065,-0.052738298,-0.000217233,0.143876,0.143427,-0.000449,0,0.0016,-0.37382,0.33345,0.15313,0.21491,318.7756958,0,-1.965013,-0.322073,0.130709,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,codeine; CODEIN,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,100,-0.476208277,E,25,306.263,299.37,151,-0.125082895,-0.132019994,-0.006937099,0.165836,0.158279,-0.007557,4.9692,5.6435,-0.30703,0.18379,0.00347,0.14812,495.1122131,-1.313044,-1.698204,-0.567971,0.338469,-1.652711,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
OULGPEGCMIIUQN-UHFFFAOYSA-N,octan-3-one semicarbazone; Octan-3-on-semicarbazon; Aethylpentylketon-semicarbazon; Aethyl-n-amyl-keton-semicarbazon; Aethyl-pentyl-keton-semicarbazon; Octanon-(3)-semicarbazon,CCCCCC(CC)=NNC(N)=O,62.8,-0.469843114,E,20,279.136,185.269,117,-0.089349335,-0.095511265,-0.00616193,0.120947,0.114124,-0.006823,4.4878,5.2555,-0.33758,0.19793,0.01761,0.17867,458.5657959,-0.606562,-1.41921,-0.606562,0.694606,-1.782678,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OXNIZHLAWKMVMX-UHFFFAOYSA-N,"2,4,6-trinitrotoluene; 2,4,6-Trinitrophenol; picric acid",Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,75.5,-0.482089511,E,22.4,97.092,229.106,122,-0.045062204,-0.05346394,-0.008401736,0.02003,0.011569,-0.008461,1.9173,2.2901,-0.42173,0.07871,-0.10161,0.26282,361.9963989,-3.137468,-0.332375,-0.522989,0.896311,-0.465888,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PCTSKBFIBUMUSL-UHFFFAOYSA-N,N-trichlorophosphoranylidene-naphthalene-2-sulfonamide; N-Trichlorphosphoranyliden-naphthalin-2-sulfonamid,Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1,57,-0.778874472,E,19,173.467,342.57,131,-0.143815087,-0.152831185,-0.009016098,-0.046451,-0.056098,-0.009647,4.887,5.7176,-0.34258,0.12406,-0.05626,0.18367,502.5045166,-1.943616,-1.338142,-1.199648,2.628234,0.220323,25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
PDLXUMBZNQXZBK-VZUCSPMQSA-N,2-azido-2-methyl-3-semicarbazono-butyric acid ethyl ester; 2-Azido-2-methyl-3-semicarbazono-buttersaeure-aethylester,CCOC(=O)C(C)(N=[N+]=[N-])C(C)=NNC(N)=O,333.333,0.138636039,F,NA,232.884,242.238,122,-0.072387777,-0.08049738,-0.008109603,0.09656,0.088117,-0.008443,2.6438,3.1201,-0.35687,0.16713,-0.01319,0.19796,455.1259155,-1.563555,0.06316,-0.580706,0.694824,-2.866261,31,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEGCITODQASXKH-UHFFFAOYSA-N,diphenyl(methyl)phosphine oxide; Methyldiphenylphosphine oxide; methyldiphenylphosphine oxide,C[P](=O)(c1ccccc1)c2ccccc2,Solubility: 6.975 molpercent,-0.17839989,E,24.97,253.861,216.219,111,-0.041516877,-0.048516941,-0.007000064,0.123814,0.117648,-0.006166,4.6597,5.5855,-0.36038,0.17615,-0.00417,0.20147,432.0524597,-0.896939,-2.630596,-0.896939,1.403424,0.506485,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
PEJQKHLWXHKKGS-UHFFFAOYSA-N,"octachlorocyclotetraphosphazene; octachlorocyclotetraphosphazatetraene; tetrakisphosphorus nitride dichloride; octachloro-cycyclo(tetraphosphazene); octachlor-cyclo-tetraphosphazene; octachloro-cyclotetraphosphazene; 2,2,4,4,6,6,8,8-octachloro-2lambda5,4lambda5,6lambda5,8lambda5-cyclotetraphosphazene",Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl,Solubility: 2.142E1 g/100g solvent,-0.392769265,E,20,126.092,463.546,124,-0.378272853,-0.385454764,-0.007181911,-0.394898,-0.402409,-0.007511,0.0114,0.0263,-0.37053,0.13962,-0.0407,0.21162,500.6319885,0,0,-1.094503,1.517872,-1.00E-06,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
PEXWJYDPDXUVSV-BQYQJAHWSA-N,(E)-3-phenyl-2-butenoic acid; (E)-beta-methylcinnamic acid; (E)-3-phenyl but-2-enoic acid; 3-methyl-3-phenylacrylic acid; (E)-3-phenylbut-2-enoic acid; (E)-4-phenyl-2-butenoic acid; beta-methylcinnamic acid,C\C(=C/C(O)=O)c1ccccc1,100 g solvent dissolves. 19.2 g Substance.,0.015786616,F,21,169.663,162.188,97,-0.101193333,-0.105004117,-0.003810785,0.020949,0.017228,-0.003721,3.0004,3.4449,-0.36258,0.16035,-0.01997,0.20367,369.2662048,-1.113352,-0.807754,-0.569391,0.701852,-1.113352,22,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
PEXWJYDPDXUVSV-FPLPWBNLSA-N,(Z)-3-phenylbut-2-enoic acid; (Z)-beta-methylcinnamic acid; (Z)-3-phenyl but-2-enoic acid; (Z)-3-phenyl-2-butenoic acid; (Z)-3-methylcinnamic acid; (Z)-3-phenyl-but-2-enoic acid; Hoeherschmelzende beta-Methyl-zimtsaeure,C\C(=C\C(O)=O)c1ccccc1,100 g solvent dissolves. 7.85 g Substance.,-0.372644955,E,21,196.856,162.188,129,-0.097796316,-0.102098738,-0.004302421,0.025172,0.019801,-0.005371,2.7978,3.3358,-0.35388,0.16416,-0.01616,0.19497,367.1104126,-1.101186,-0.779242,-0.553896,0.697525,-1.101186,22,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
PFVCRIULCASTAH-ZMGSENCKSA-N,"(1R)-3-((Z)-alpha-hydroxy-benzylidene)-1,7,7-trimethyl-norbornan-2-one; (1R)-3-((Z)-alpha-Hydroxy-benzyliden)-1,7,7-trimethyl-norbornan-2-on",CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3,100 g solvent dissolves. 37.3 g Substance.,0.105388087,F,17,292.033,256.345,88,-0.088141492,-0.094614518,-0.006473026,0.170119,0.163662,-0.006457,5.2786,6.0856,-0.33957,0.16407,-0.01625,0.18066,477.0632324,-0.974271,-2.269116,-0.524246,0.565136,-0.974271,39,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
PJANXHGTPQOBST-VAWYXSNFSA-N,"(E)-1,2-diphenyl-ethene; trans-Stilbene; stilben; (E)-1,1'-(1,2-ethenediyl)bis-benzene",c1ccc(cc1)\C=C\c2ccccc2,102.119,-0.246766311,E,19,221.975,180.249,124,0.097560741,0.095558074,-0.002002667,0.262153,0.259993,-0.00216,0.0001,0.0002,-0.31795,0.15964,-0.02068,0.15904,412.0332336,0,-1.819344,-0.181705,0.155726,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
PJHUABJTDFXYRQ-UHFFFAOYSA-N,benzoyl azide; azidobenzoic acid; benzoic acid azide; benzoylazide; Benzoylazid; Benzoesaeureazid; Benzoylazimid,[N-]=[N+]=NC(=O)c1ccccc1,100 g solvent dissolves. 100 g Substance.,0.774785161,F,20,121.293,147.136,30,0.095325424,0.091787315,-0.003538109,0.166605,0.164953,-0.001652,3.361,3.6638,-0.3759,0.13984,-0.04048,0.21699,327.4009399,-0.52699,-0.078171,-0.596848,0.656452,-0.736892,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
PJYGUOOQKCIMEO-UHFFFAOYSA-N,N2-Butyryl-glutarsaeure-monohydrazid,CCCC(=O)NNC(=O)CCCC(=O)O,1.0812,-2.30102397,C,25,237.07,216.237,161,-0.294194266,-0.303526387,-0.009332121,-0.109033,-0.116541,-0.007508,2.0455,2.2888,-0.33672,0.1853,0.00498,0.17781,479.2760315,-2.22494,-0.192355,-0.578416,0.661656,-2.980023,31,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PLPWYNVDCPPLMM-UHFFFAOYSA-N,4-((4-methylphenyl)azo)phenol; p-hydroxy-p?-methyl-azobenzene; 4-[(4-methylphenyl)diazenyl]phenol; 4-hydroxy-4'-methyl azobenzene; 4-hydroxyl-4'-methylazobenzene; 4-methyl-4'-hydroxy azobenzene; 4-(4-hydroxyphenylazo)toluene,Cc1ccc(cc1)N=Nc2ccc(O)cc2,100 g solvent dissolves. 3.0 g Substance.,-0.907224384,E,30,236.909,212.251,148,0.071319108,0.060571266,-0.010747841,0.232502,0.223351,-0.009151,2.6191,1.7766,-0.32914,0.14003,-0.04029,0.17023,453.306366,-0.472802,-1.438208,-0.515323,0.363949,-0.778924,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
POULHZVOKOAJMA-UHFFFAOYSA-N,lauric acid; laurate; Lauric Acid,CCCCCCCCCCCC(O)=O,100 g solvent dissolves. 186 g Substance.,0.910290571,F,25,273.766,200.321,44,-0.239109157,-0.242794683,-0.003685527,0.027729,0.023165,-0.004564,2.1379,2.3783,-0.40478,0.20071,0.02039,0.24587,517.262085,-1.088072,-2.505699,-0.549115,0.662059,-1.088072,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PQBRXQUGVASQBU-UHFFFAOYSA-N,"m-tolualdehyde (2,4-dinitrophenyl)hydrazone; 3-methyl-benzaldehyde-(2,4-dinitro-phenylhydrazone); m-[Toluylaldehyd-(2.4-dinitro-phenylhydrazon); 3-Methyl-benzaldehyd-(2,4-dinitro-phenylhydrazon); <3-Methyl-benzaldehyd>-2.4-dinitro-phenylhydrazon; m-Methyl-benzaldehyd-(2,4-dinitro-phenylhydrazon); 3-Methyl-benzaldehyd-2.4-dinitro-phenylhydrazon",Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,1.52,-2.295674141,C,20,270.539,300.274,211,0.096338054,0.088689455,-0.007648599,0.28016,0.271231,-0.008929,9.2389,10.5672,-0.34713,0.11079,-0.06953,0.18822,533.3938599,-1.989688,-1.595896,-0.544916,0.888979,-0.639804,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PRCOWBGHTCNVDZ-BQYQJAHWSA-N,trans-non-2-enamide; trans-Non-2-enamid,CCCCCC/C=C/C(N)=O,100 g solvent dissolves. 0.24 g Substance.,-1.868288286,D,20,211.47,155.24,132,-0.102088936,-0.107425571,-0.005336635,0.0816,0.075724,-0.005876,3.9309,4.4488,-0.37661,0.18451,0.00419,0.2177,423.4704285,-0.609464,-1.525425,-0.609464,0.64444,-1.200443,28,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QEIRHBKKYVWAOM-UHFFFAOYSA-N,"p-hydroxytrityl alcohol; p-hydroxy-alpha,alpha-diphenylbenzyl alcohol; 4-[hydroxy(diphenyl)methyl]phenol; (4-Hydroxy-phenyl)-diphenyl-methanol; Hydroxy-diphenyl-(4-hydroxy-phenyl)-methan; 4-Oxy-triphenylcarbinol; Diphenyl-(4-oxy-phenyl)-carbinol",Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3,6.667,-1.61750544,D,20,313.333,276.335,160,-0.021276354,-0.025585888,-0.004309534,0.207392,0.202512,-0.00488,0.6761,0.7309,-0.33286,0.1806,0.00028,0.17395,506.7931213,-1.066585,-1.813935,-0.583016,0.352117,-1.066585,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
QIJZEVMDXMIRHM-AEMDVCDZSA-N,"diethyl-2,4,6,8,9,10-hexathia-adamantane; Diaethyl-2,4,6,8,9,10-hexathia-adamantan",CCC12SC3SC(S1)SC(CC)(S3)S2,14,-1.3318306,D,NA,295.455,300.579,250,0.065612242,0.055875278,-0.009736964,0.193866,0.184682,-0.009184,0.3922,0.3833,-0.32673,0.15905,-0.02127,0.16782,416.1411438,0,-1.898638,-0.456346,0.229005,-0.207351,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
QIQXTHQIDYTFRH-UHFFFAOYSA-N,stearic acid; n-octadecanoic acid,CCCCCCCCCCCCCCCCCC(O)=O,100 g solvent dissolves. 2.40 g Substance.,-1.131340971,D,20,471.561,284.483,70,-0.286764778,-0.290674997,-0.003910219,0.123157,0.119049,-0.004108,2.1403,2.3851,-0.39668,0.20065,0.02033,0.23777,702.9256592,-1.088234,-4.09093,-0.549598,0.662169,-1.088234,56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
QJGNSTCICFBACB-UHFFFAOYSA-N,octylmalonic acid; 2-n-octyl malonic acid; Octyl-malonsaeure; octyl-propanedioic acid; nonane dicarboxylic acid,CCCCCCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.0132 g Substance.,-3.271932299,B,25,280.669,216.277,115,-0.354324844,-0.359918521,-0.005593677,-0.129463,-0.135136,-0.005673,2.5331,2.7066,-0.41045,0.1798,-0.00052,0.25154,495.3124084,-2.061312,-1.260589,-0.527266,0.665158,-2.061312,35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
