StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1C[C@@H](C(=O)O)NC1,100 g solvent dissolves. 1.5 g Substance.,-0.987862687,D,19,132.986,115.132,220,-0.152289809,-0.163978146,-0.011688337,-0.054679,-0.066822,-0.012143,3.1676,3.9434,-0.35554,0.30223,0.02408,0.35575,289.3857117,-1.106633,-0.120768,-0.566345,0.645429,-1.546625,17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons1,"c1[nH]cnn1	",NA,0.503382063,E,NA,71.44,69.067,120,0.084408475,0.066276512,-0.018131962,0.112582,0.094453,-0.018129,5.98,7.6412,-0.38618,0.27791,-0.00024,0.38639,203.0140381,0,-0.064734,-0.244792,0.311688,-0.68434,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons10,"c1cc2c(cc1CC(=O)O)OCO2	",NA,-0.2596373,D,NA,157.895,180.159,128,-0.21759758,-0.228782202,-0.011184622,-0.11059,-0.123481,-0.012891,1.7778,2.364,-0.32668,0.26897,-0.00918,0.32689,364.668396,-1.901247,0.250026,-0.564838,0.687591,-1.901247,21,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons11,"Cc1cc(C)cc(c1)C=O	",NA,0.871572936,E,NA,163.254,134.178,9,-0.03578177,-0.043613819,-0.00783205,0.082107,0.072771,-0.009336,3.882,5.0119,-0.34675,0.25648,-0.02167,0.34696,337.8828735,-0.532557,-1.153161,-0.532557,0.414796,-0.532557,20,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons12,"c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O	",NA,-0.12847523,D,NA,146.177,212.117,205,-0.10606736,-0.123227295,-0.017159936,-0.035594,-0.053765,-0.018171,3.2107,4.037,-0.43736,0.18874,-0.08941,0.43757,366.8029785,-2.972165,0.255658,-0.53771,0.872835,-1.227204,19,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
ons13,"c1cc(cnc1)N	",NA,0.885256977,E,NA,103.173,94.117,62,0.053720179,0.044214462,-0.009505717,0.120244,0.110331,-0.009913,3.7119,4.9944,-0.31412,0.28094,0.00279,0.31433,258.7964478,0,-0.496593,-0.498903,0.280016,-0.758148,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons14,"c1cc(N)nnc1	",NA,-0.40053445,D,NA,103.796,95.105,170,0.083752206,0.070589257,-0.013162949,0.139492,0.125882,-0.01361,4.609,6.2705,-0.33317,0.26632,-0.01183,0.33338,251.4946442,0,-0.258618,-0.44911,0.316417,-0.878527,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons16,"c1cc(ccc1C=O)Cl	",NA,0.46810174,E,NA,125.165,140.566,48,-0.020148642,-0.027107722,-0.00695908,0.040713,0.033185,-0.007528,2.2649,3.0831,-0.36676,0.23904,-0.03911,0.36697,300.0213013,-0.53045,-0.201079,-0.53045,0.434518,-0.628023,14,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons19,"c1cc(ccc1C(=O)O)F	",NA,-0.096774317,D,NA,95.506,140.113,183,-0.17946325,-0.185952736,-0.006489486,-0.114631,-0.122738,-0.008107,1.4138,1.9971,-0.38311,0.24092,-0.03723,0.38332,299.1095886,-1.105061,0.166807,-0.574975,0.679994,-1.264791,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons2,"C1C2CC3CC1CC(C2)(C3)N	",NA,-2.397940009,B,NA,197.851,151.253,207,-0.051219439,-0.056582219,-0.00536278,0.158093,0.152049,-0.006044,1.704,2.1605,-0.33753,0.40356,0.12541,0.33774,334.1524353,0,-1.80007,-0.62216,0.306486,-0.62216,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons20,"c1cc(ccc1C(=O)O)O	",NA,0.29732272,E,NA,125.53,138.122,215,-0.176857227,-0.187164713,-0.010307486,-0.102621,-0.11468,-0.012059,2.4531,4.7602,-0.35792,0.25035,-0.0278,0.35813,304.9293518,-1.599983,0.167001,-0.591071,0.692786,-1.599983,16,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons22,"Cc1ccc(cc1)C(=O)O	",NA,-0.11208758,D,NA,161.84,136.15,181,-0.120044303,-0.12776831,-0.007724007,-0.023621,-0.033393,-0.009772,3.5454,4.5805,-0.36369,0.25505,-0.0231,0.3639,321.6647949,-1.124397,-0.466428,-0.587718,0.681425,-1.124397,18,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons23,"C(CCC(=O)O)CCN	",NA,-2.522878745,B,NA,196.17,131.175,210,-0.179000187,-0.19212057,-0.013120383,-0.04378,-0.05652,-0.01274,2.8947,4.3129,-0.34853,0.29719,0.01904,0.34874,352.7523499,-1.11801,-0.637796,-0.576781,0.6778,-1.675659,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons24,"c1cc(N)nnc1Cl	",NA,-1.4569207,C,NA,98.484,129.547,227,0.075151876,0.061338413,-0.013813463,0.120312,0.105998,-0.014314,5.6932,7.7673,-0.33286,0.25364,-0.02451,0.33307,276.0915222,0,-0.110328,-0.423882,0.308895,-0.860659,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons26,"c1ccc(c(c1)CC(=O)OCC(=O)O)Nc1c(cccc1Cl)Cl	",NA,-1.4052794,C,NA,252.487,354.183,149,-0.224904093,-0.24065925,-0.015755157,-0.033716,-0.051425,-0.017709,2.5905,4.4915,-0.3285,0.25882,-0.01933,0.32871,522.5978394,-2.04713,-0.069445,-0.547903,0.690908,-2.602218,36,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons29,"CCC1(CC)C(=O)NC(=O)NC1=O	",NA,-0.30016229,D,NA,220.458,184.195,190,-0.241207343,-0.253044505,-0.011837162,-0.095039,-0.108371,-0.013332,1.8362,1.976,-0.40512,0.25419,-0.02396,0.40533,362.1704407,-1.567253,0.431679,-0.578568,0.735535,-2.724388,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons3,"CCCCCCCCCCCCCCCCCCN	",NA,-0.086186148,D,NA,503.998,269.517,53,-0.140399303,-0.148384085,-0.007984782,0.298399,0.290303,-0.008096,1.8798,2.2456,-0.34364,0.40217,0.12402,0.34385,711.5806274,0,-4.8509,-0.558415,0.215478,-0.558415,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons31,"c1cc2c(cc1C(=O)O)[nH]nn2	",NA,-1.4751345,C,NA,152.993,163.136,300,-0.011780112,-0.026594713,-0.014814601,0.06447,0.048248,-0.016222,1.9446,2.7469,-0.36697,0.2217,-0.05645,0.36718,322.3856506,-1.079469,0.222377,-0.560986,0.660798,-1.468399,17,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons33,"CC(C)(C)OC(=O)NCC(=O)O	",NA,0.613841822,E,NA,208.215,175.184,89,-0.325407644,-0.337202115,-0.011794471,-0.183739,-0.19721,-0.013471,0.7965,0.8816,-0.37429,0.27921,0.00106,0.3745,391.9623108,-2.23315,-0.02277,-0.636354,0.752419,-2.723024,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons34,"CCC(C)C1(CC)C(=O)NC(=O)NC1=O	",NA,-0.40255713,D,NA,229.619,212.249,166.5,-0.25576577,-0.266894535,-0.011128766,-0.061797,-0.074443,-0.012646,2.1371,2.3345,-0.40302,0.2553,-0.02285,0.40323,403.0776978,-1.56824,-0.142458,-0.58562,0.734418,-2.733086,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons37,"Cc1c(CSCCN/C(=N/C)/NC#N)nc[nH]1	",NA,-0.8301577,D,NA,283.38,252.34,142,0.127309796,0.094395842,-0.032913954,0.315019,0.284011,-0.031008,5.1971,3.4492,-0.31911,0.28606,0.00791,0.31932,518.5148926,0,-0.732688,-0.477463,0.456581,-2.428495,33,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
ons38,"c1ccc(cc1)C=CC(=O)O	",NA,0.048740946,E,NA,151.525,148.161,134,-0.082893308,-0.091199587,-0.008306279,0.01903,0.009629,-0.009401,2.9768,3.8195,-0.35579,0.23924,-0.03891,0.356,345.0236206,-1.123307,-0.405823,-0.586918,0.688893,-1.123307,19,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons39,"C/C=C/C(=O)O	",NA,0.788875116,E,NA,100.832,86.09,72,-0.136683229,-0.144707485,-0.008024256,-0.08139,-0.090505,-0.009115,2.9058,3.6843,-0.39987,0.26548,-0.01267,0.40008,258.0825806,-1.139024,-0.142646,-0.597144,0.702143,-1.139024,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons4,"c1ccc2c(c1)c(C=O)c1ccccc1c2Cl	",NA,0.24797326,E,NA,227.313,240.686,217,0.043202993,0.03589524,-0.007307753,0.185498,0.177485,-0.008013,2.4046,3.2134,-0.32273,0.21362,-0.06453,0.32294,413.1450806,-0.523387,-0.868078,-0.523387,0.453457,-0.593408,26,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons40,"c1ccc(cc1)/C=C/C(=O)/C=C/c1ccccc1	",NA,-0.98716277,D,NA,274.85,234.298,113,0.069511706,0.060195826,-0.00931588,0.266463,0.258024,-0.008439,2.8532,3.9159,-0.34331,0.24102,-0.03713,0.34352,504.6749268,-0.587771,-1.700019,-0.587771,0.604851,-0.587771,32,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ons41,"COC(=O)/C=C/C(=O)OC	",NA,-1.0473521,C,NA,147.272,144.126,104,-0.243406721,-0.253753452,-0.01034673,-0.156507,-0.170069,-0.013562,0,0,-0.41338,0.2303,-0.04785,0.41359,344.3532104,-1.926202,0.540838,-0.543573,0.638548,-1.926202,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ons42,"c1ccc(cc1)S(=O)(=O)c1ccccc1	",NA,0.060697839,E,NA,207.048,218.27,128,-0.039618463,-0.05820431,-0.018585847,0.097544,0.080242,-0.017302,6.4539,8.8664,-0.3718,0.25759,-0.02056,0.37201,409.5866394,-2.026104,-2.073987,-1.013063,2.489384,0.46328,25,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ons43,"c1ccc(cc1)C(c1ccccc1)C(=O)O	",NA,-0.80000001,D,NA,209.572,212.248,147,-0.068935037,-0.077082659,-0.008147621,0.096711,0.086576,-0.010135,1.6348,2.321,-0.35093,0.27639,-0.00176,0.35114,426.461853,-1.086055,-1.081857,-0.556341,0.660932,-1.086055,28,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons45,"C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	",NA,-1.993533958,C,NA,413.531,290.422,148,-0.190550075,-0.199589044,-0.009038969,0.159051,0.14894,-0.010111,4.5299,5.6755,-0.342,0.2917,0.01355,0.34221,494.5626526,-0.499686,-3.279072,-0.508538,0.47465,-0.688915,48,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ons46,"c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1	",NA,-1.3840499,C,NA,235.627,330.739,205,-0.254406997,-0.28105452,-0.026647523,-0.098062,-0.126229,-0.028167,6.4515,8.9702,-0.35095,0.24046,-0.03769,0.35116,517.5146484,-3.396243,-0.431368,-1.010901,2.60218,-2.145067,32,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
ons47,"C(C(=O)O)N	",NA,-3.408935393,A,NA,73.739,75.067,240,-0.142700205,-0.154978812,-0.012278607,-0.102164,-0.115815,-0.013651,2.6509,3.8817,-0.36979,0.29198,0.01383,0.37,228.5454407,-1.102536,0.410187,-0.567221,0.671916,-1.610268,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons5,"c1ccc(c(c1)C(=O)O)N=Nc1ccc(cc1)O	",NA,-1.0779113,C,NA,183.716,242.234,206,-0.055557323,-0.070145077,-0.014587754,0.090982,0.0764,-0.014582,1.7046,2.8244,-0.33349,0.24429,-0.03386,0.3337,469.1352539,-1.568333,-0.284007,-0.565364,0.688273,-1.8465,28,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons50,"C(=CC(=O)O)C(=O)O	",NA,0.532754379,E,NA,77.836,116.072,299,-0.254030404,-0.264607223,-0.010576819,-0.215688,-0.227995,-0.012307,0.0019,0.0021,-0.43014,0.21786,-0.06029,0.43035,277.6753235,-2.091719,0.938647,-0.535863,0.652405,-2.091719,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons55,"c1cc(cc(c1)Nc1c(cccn1)C(=O)O)C(F)(F)F	",NA,-0.97061622,D,NA,194.118,282.222,204,-0.310755138,-0.320615733,-0.009860595,-0.167446,-0.179447,-0.012001,4.9426,5.8317,-0.33409,0.23261,-0.04554,0.3343,473.3078308,-1.133955,0.647355,-0.61037,0.715284,-2.591811,29,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons56,"Cc1ccc(cc1)S(=O)(=O)O	",NA,-1.3372421,C,NA,155.109,172.198,105,-0.176809585,-0.194692097,-0.017882512,-0.084721,-0.105131,-0.02041,5.845,7.6076,-0.38081,0.25187,-0.02628,0.38102,345.306366,-2.757689,-1.403019,-0.969074,2.553942,-0.203747,19,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
ons57,"Cc1ccc(cc1)S(=O)(=O)C[N+]#[C-]	",NA,-0.55518258,D,NA,202.536,195.236,112,-0.016498191,-0.037424334,-0.020926143,0.093423,0.071936,-0.021487,5.1952,7.6116,-0.37831,0.25452,-0.02363,0.37852,389.1526184,-1.980336,-1.94879,-0.991917,2.484575,0.249202,22,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ons58,"CCC1(c2ccccc2)C(=NC(=O)N=C1O)O	",NA,0.698100546,E,NA,219.041,232.239,175,-0.112130532,-0.132270197,-0.020139665,0.051979,0.030898,-0.021081,6.3128,9.516,-0.36414,0.24283,-0.03532,0.36435,423.5724182,-1.289995,0.252911,-0.682877,0.769394,-2.655723,29,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons59,"c1ccc(cc1)CC(=O)O	",NA,0.671172843,E,NA,144.324,136.15,77,-0.114100787,-0.123625215,-0.009524427,-0.017674,-0.028217,-0.010543,1.8606,2.5121,-0.35546,0.2814,0.00325,0.35567,325.5734863,-1.109487,-0.473672,-0.567047,0.691512,-1.109487,18,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons61,"COc1cc(/C=C/C(=O)O)cc(c1O)OC	",NA,-0.10237291,D,NA,268.119,224.212,204,-0.268121932,-0.284613835,-0.016491903,-0.118843,-0.137704,-0.018861,1.6052,2.3091,-0.31544,0.24258,-0.03557,0.31565,449.6915588,-2.331118,-0.096493,-0.57532,0.681024,-2.331118,28,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons62,"C(CCCC(=O)O)CCC(=O)O	",NA,-0.34055558,D,NA,212.805,174.196,143,-0.341159568,-0.354950496,-0.013790928,-0.184312,-0.199474,-0.015162,0,0,-0.41651,0.2953,0.01715,0.41672,412.0751648,-2.242796,-0.424258,-0.575339,0.679904,-2.242796,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons63,"c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1	",NA,-3.609999999,A,NA,358.13,320.435,282,0.168869695,0.162841151,-0.006028544,0.467403,0.461182,-0.006221,0,0.0003,-0.33694,0.2836,0.00545,0.33715,568.2352295,0,-3.143497,-0.19098,0.163766,0,45,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons67,"CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)Cc1ccccc1	",NA,-2,B,NA,577.164,504.63,185,-0.047425108,-0.066696077,-0.019270969,0.415729,0.396221,-0.019508,4.5005,7.2079,-0.32856,0.2475,-0.03065,0.32877,809.0755615,-1.51068,-3.012807,-0.62346,0.645158,-2.375062,70,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ons68,"CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C	",NA,-1.759303401,C,NA,428.046,443.544,203,-0.325475968,-0.344819372,-0.019343404,0.099983,0.080835,-0.019148,1.784,1.4266,-0.3499,0.27232,-0.00583,0.35011,750.8544312,-2.637977,-2.156096,-0.619652,0.735441,-3.994384,65,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ons7,"C(CC(=O)O)C(=O)C(=O)O	",NA,0.4756712,E,NA,105.452,146.098,115,-0.335951174,-0.351246261,-0.015295087,-0.270112,-0.286152,-0.01604,0.7322,1.1116,-0.39812,0.23257,-0.04558,0.39833,319.7194214,-2.490298,0.916155,-0.561913,0.675197,-2.490298,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ons70,"COc1cc(ccc1O)C=O	",NA,0.39269695,E,NA,150.421,152.149,82,-0.135296842,-0.146233898,-0.010937056,-0.039711,-0.052181,-0.01247,5.0532,6.3502,-0.33188,0.24942,-0.02873,0.33209,334.208252,-1.403546,-0.079333,-0.541741,0.433212,-1.403546,19,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons71,"COc1ccc(cc1OC)C=O	",NA,0.739572344,E,NA,198.254,166.176,43,-0.123891879,-0.137577416,-0.013685537,-0.003353,-0.018362,-0.015009,3.4681,3.9734,-0.31919,0.25577,-0.02238,0.3194,365.8673706,-1.282394,-0.309581,-0.546782,0.43325,-1.282394,22,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons8,"CCC(c1ccccc1)C(=O)O	",NA,0.792391689,E,NA,175.108,164.204,40,-0.131330355,-0.138788853,-0.007458498,0.012671,0.003945,-0.008726,1.8555,2.4622,-0.35493,0.28082,0.00267,0.35514,372.5286255,-1.106098,-1.011796,-0.566715,0.659322,-1.106098,24,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ONZOGXRINCURBP-NXEZZACHSA-N,CC(C)COC(=O)[C@H]([C@@H](C(=O)OCC(C)C)O)O,100 g solvent dissolves. 58.4 g Substance.,0.244851692,E,25,340.902,262.303,70,-0.471808507,-0.484228352,-0.012419844,-0.222502,-0.234982,-0.01248,3.8908,5.7856,-0.39091,0.2806,0.00245,0.39112,517.0701904,-2.98578,-0.91976,-0.532715,0.584161,-2.98578,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OODJJYRBUHRYQO-UHFFFAOYSA-N,CCC(CC)(CC(C)C)OC(=O)NC(=O)N,13.4,-1.23520234,C,16,260.659,230.307,147,-0.280887466,-0.300700889,-0.019813423,-0.029992,-0.050951,-0.020959,5.3204,8.0927,-0.39297,0.28091,0.00276,0.39318,468.621521,-1.696413,-1.01348,-0.597176,0.7832,-2.858282,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OPNZKSWUAFBELV-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NC(=O)N,2.2,-1.945804181,C,17,187.343,194.19,185.25,-0.162419988,-0.183634092,-0.021214104,-0.031717,-0.052365,-0.020648,5.8792,8.2329,-0.36418,0.25918,-0.01897,0.36439,415.0670471,-1.63063,0.736797,-0.59927,0.757688,-2.76762,24,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OPOPTXYBSHDZOM-UHFFFAOYSA-N,CCCCC(CC)CC(CC)(CC)C(=O)NO,243.39,0,D,26,369.466,243.39,62,-0.186055821,-0.196358066,-0.010302244,0.142768,0.131001,-0.011767,3.4685,4.4052,-0.34597,0.29304,0.01489,0.34618,507.9985046,-0.979111,-3.295287,-0.578073,0.530951,-1.269834,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OQQBRZJNECDPEX-QVIHXGFCSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)S(=O)(=O)C(F)(F)F,3.56784,-2.130189117,B,25,384.868,481.498,146.6,-0.126388438,-0.144065492,-0.017677054,0.165467,0.146752,-0.018715,11.1816,13.8214,-0.31262,0.23273,-0.04542,0.31283,759.3601685,-1.848256,-2.550922,-0.924503,2.437736,-0.522129,52,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ORCAYCBZJPDNPE-UHFFFAOYSA-N,CC1CCCCC1OC(=O)NC(=O)N,7.35,-1.43525916,C,18,232.403,200.238,177,-0.249650038,-0.269252103,-0.019602065,-0.059334,-0.0804,-0.021066,5.1761,8.1132,-0.3964,0.27811,-4.00E-05,0.39661,418.1970825,-1.646519,0.006797,-0.593884,0.761258,-2.79235,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,CN1CC[C@]23[C@H]4C=C[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,500,0.222761727,E,25,291.678,299.37,155,-0.125082928,-0.134464599,-0.00938167,0.165836,0.154043,-0.011793,4.9697,5.641,-0.30702,0.28162,0.00347,0.30723,500.5371094,-1.356945,-1.696977,-0.583238,0.331235,-1.710942,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORQISITYMWGFKX-UHFFFAOYSA-N,CCC1(CCO)C(=O)NC(=S)NC1=O,59,-0.564126195,D,25,174.223,216.261,144,-0.207953448,-0.223616137,-0.015662689,-0.066342,-0.083064,-0.016722,1.4237,2.743,-0.35087,0.22344,-0.05471,0.35108,397.0016479,-1.505147,0.572384,-0.578623,0.607444,-3.052174,26,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
