StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
ons40,"c1ccc(cc1)/C=C/C(=O)/C=C/c1ccccc1	",NA,-0.98716277,D,NA,163.252,234.298,113,-731.4707172,-731.4822957,-0.011578466,-731.25806,-731.269806,-0.011746,3.1546,4.6108,-0.23749,0.19092,-0.08835,0.24218,502.9017944,-0.65045,-2.86811,-0.65045,0.48534,-0.65045,32,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ons41,"COC(=O)/C=C/C(=O)OC	",NA,-1.0473521,C,NA,94.801,144.126,104,-534.3687395,-534.3786991,-0.00995963,-534.267756,-534.278346,-0.01059,3.7588,4.9819,-0.29346,0.18165,-0.09762,0.29815,343.7851257,-2.35116,0.38673,-0.6354,0.78512,-2.35116,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ons42,"c1ccc(cc1)S(=O)(=O)c1ccccc1	",NA,0.060697839,E,NA,179.897,218.27,128,-1011.893878,-1011.907001,-0.01312285,-1011.743145,-1011.756191,-0.013046,5.6387,7.6948,-0.27168,0.22358,-0.05569,0.27637,409.4232178,-1.95322,-2.89416,-0.97661,2.18342,0.2302,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ons43,"c1ccc(cc1)C(c1ccccc1)C(=O)O	",NA,-0.80000001,D,NA,171.478,212.248,147,-691.1970128,-691.2117649,-0.014752146,-691.01495,-691.029327,-0.014377,4.6114,5.9313,-0.25279,0.23861,-0.04066,0.25748,426.7454529,-1.33871,-2.02254,-0.72133,0.83615,-1.33871,28,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons45,"C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	",NA,-1.993533958,C,NA,276.868,290.422,148,-915.3657789,-915.3752412,-0.00946231,-914.983695,-914.993643,-0.009948,4.29,5.6025,-0.23915,0.2259,-0.05337,0.24384,496.1459351,-0.57821,-5.64656,-0.66821,0.59758,-0.97871,48,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ons46,"c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1	",NA,-1.3840499,C,NA,235.595,330.739,205,-1807.860553,-1807.883256,-0.02270299,-1807.683673,-1807.707389,-0.023716,4.8898,6.2414,-0.24124,0.1948,-0.08447,0.24593,522.0106812,-3.77205,-0.60843,-1.12294,2.30886,-3.14293,32,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
ons47,"C(C(=O)O)N	",NA,-3.408935393,A,NA,62.322,75.067,240,-284.4412718,-284.4567099,-0.015438044,-284.389668,-284.405502,-0.015834,5.9033,7.4688,-0.27023,0.25178,-0.02749,0.27492,221.3768158,-1.40596,0.41703,-0.95871,0.80777,-2.36467,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons5,"c1ccc(c(c1)C(=O)O)N=Nc1ccc(cc1)O	",NA,-1.0779113,C,NA,165.967,242.234,206,-836.5861442,-836.6036404,-0.01749619,-836.419825,-836.438515,-0.01869,5.7881,7.9472,-0.24449,0.17375,-0.10552,0.24918,448.3343506,-2.08164,-0.6536,-0.73395,0.80829,-2.50119,28,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons50,"C(=CC(=O)O)C(=O)O	",NA,0.532754379,E,NA,59.173,116.072,299,-455.7366505,-455.7578065,-0.02115601,-455.688672,-455.708643,-0.019971,5.00E-04,0.0085,-0.31019,0.15972,-0.11955,0.31488,272.0134888,-2.64735,1.03358,-0.70649,0.78314,-2.64735,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons55,"c1cc(cc(c1)Nc1c(cccn1)C(=O)O)C(F)(F)F	",NA,-0.97061622,D,NA,168.481,282.222,204,-1060.354746,-1060.369209,-0.0144629,-1060.195344,-1060.210782,-0.015438,7.5198,9.8494,-0.22849,0.1953,-0.08397,0.23318,463.0647888,-1.35734,0.76005,-0.7083,1.09621,-3.58467,29,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ons56,"Cc1ccc(cc1)S(=O)(=O)O	",NA,-1.3372421,C,NA,129.042,172.198,105,-895.3807609,-895.393005,-0.012244137,-895.276525,-895.289122,-0.012597,5.5748,5.869,-0.27767,0.22186,-0.05741,0.28236,347.0374756,-2.82754,-1.93072,-0.95044,2.36373,-0.46381,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
ons57,"Cc1ccc(cc1)S(=O)(=O)C[N+]#[C-]	",NA,-0.55518258,D,NA,144,195.236,112,-951.6734896,-951.6884783,-0.014988652,-951.548473,-951.565443,-0.01697,5.0614,6.6981,-0.2843,0.22055,-0.05872,0.28899,389.8150635,-1.92452,-2.15079,-0.96341,2.15014,-0.31534,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ons58,"CCC1(c2ccccc2)C(=NC(=O)N=C1O)O	",NA,0.698100546,E,NA,143.733,232.239,175,-799.700205,-799.7243044,-0.024099386,-799.514682,-799.539017,-0.024335,8.5853,12.14,-0.26602,0.2051,-0.07417,0.27071,417.6467285,-1.95667,-0.496,-0.70278,0.78709,-3.15762,29,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons59,"c1ccc(cc1)CC(=O)O	",NA,0.671172843,E,NA,96.329,136.15,77,-460.1464237,-460.1588706,-0.012446838,-460.039306,-460.050665,-0.011359,5.2883,6.3698,-0.26724,0.23957,-0.0397,0.27193,318.6772156,-1.36525,-1.03196,-0.71953,0.83226,-1.36525,18,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons61,"COc1cc(/C=C/C(=O)O)cc(c1O)OC	",NA,-0.10237291,D,NA,137.341,224.212,204,-802.5064142,-802.5294822,-0.023067951,-802.334575,-802.355761,-0.021186,6.383,8.3885,-0.23038,0.21144,-0.06783,0.23507,441.675354,-3.18566,-0.24446,-0.72873,0.77534,-3.18566,28,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons62,"C(CCCC(=O)O)CCC(=O)O	",NA,-0.34055558,D,NA,138.121,174.196,143,-614.2251143,-614.2511181,-0.026003719,-614.0499,-614.074582,-0.024682,4.2181,6.1584,-0.29262,0.24621,-0.03306,0.29731,400.1202393,-2.74161,-1.37426,-0.73254,0.83034,-2.74161,26,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ons63,"c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1	",NA,-3.609999999,A,NA,276.506,320.435,282,-964.7238389,-964.7304869,-0.006648034,-964.400817,-964.407534,-0.006717,8.00E-04,0.002,-0.23862,0.24981,-0.02946,0.24331,570.1104126,0,-5.05017,-0.24861,0.25455,0,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons67,"CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)Cc1ccccc1	",NA,-2,B,NA,384.617,504.63,185,-1612.039707,-1612.06057,-0.02086297,-1611.530636,-1611.552446,-0.02181,6.2303,8.8691,-0.21893,0.20536,-0.07391,0.22362,792.0985107,-1.82846,-5.33959,-0.68869,0.71727,-2.9574,70,3,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ons68,"CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C	",NA,-1.759303401,C,NA,393.636,443.544,203,-1474.898909,-1474.91505,-0.01614099,-1474.420594,-1474.436393,-0.015799,1.1311,6.8939,-0.23554,0.25408,-0.02519,0.24023,752.0930176,-3.13599,-3.84291,-0.70617,0.94513,-4.94185,65,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ons7,"C(CC(=O)O)C(=O)C(=O)O	",NA,0.4756712,E,NA,80.064,146.098,115,-570.3002445,-570.3201659,-0.019921398,-570.220847,-570.240835,-0.019988,3.6264,4.4432,-0.29052,0.14302,-0.13625,0.29521,305.2741089,-3.21806,0.94189,-0.73416,0.81935,-3.21806,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ons70,"COc1cc(ccc1O)C=O	",NA,0.39269695,E,NA,126.215,152.149,82,-535.3429562,-535.3533057,-0.010349566,-535.231157,-535.242109,-0.010952,2.8142,3.6698,-0.23718,0.2115,-0.06777,0.24187,333.584259,-1.88386,-0.30024,-0.70475,0.53497,-1.88386,19,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ons71,"COc1ccc(cc1OC)C=O	",NA,0.739572344,E,NA,138.649,166.176,43,-574.6370377,-574.6450246,-0.007986912,-574.500199,-574.506677,-0.006478,2.9793,4.9348,-0.23924,0.21205,-0.06722,0.24393,363.2290649,-1.71608,-0.60655,-0.62189,0.39444,-1.71608,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ons8,"CCC(c1ccccc1)C(=O)O	",NA,0.792391689,E,NA,135.317,164.204,40,-538.7736997,-538.7855539,-0.011854133,-538.612119,-538.624177,-0.012058,4.4943,5.6374,-0.26405,0.24531,-0.03396,0.26874,369.9183044,-1.35419,-1.93833,-0.72162,0.8361,-1.35419,24,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ONZOGXRINCURBP-NXEZZACHSA-N,CC(C)COC(=O)[C@H]([C@@H](C(=O)OCC(C)C)O)O,100 g solvent dissolves. 58.4 g Substance.,0.244851692,E,25,189.848,262.303,70,-921.9298603,-921.9427983,-0.012937948,-921.64126,-921.655411,-0.014151,4.2201,5.9261,-0.2769,0.25277,-0.02538,0.27711,531.982666,-3.9625,-2.00156,-0.79168,0.82506,-3.9625,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OODJJYRBUHRYQO-UHFFFAOYSA-N,CCC(CC)(CC(C)C)OC(=O)NC(=O)N,13.4,-1.23520234,C,16,191.411,230.307,147,-767.6725075,-767.691971,-0.019463522,-767.386973,-767.407722,-0.020749,5.3053,7.9626,-0.27136,0.26043,-0.01772,0.27157,470.3604736,-1.92066,-2.43956,-0.88358,0.95571,-3.51575,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OPNZKSWUAFBELV-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NC(=O)N,2.2,-1.945804181,C,17,151.265,194.19,185.25,-684.2189924,-684.2422542,-0.023261859,-684.075599,-684.098464,-0.022865,6.3744,8.5135,-0.26458,0.24515,-0.033,0.26479,412.2658081,-1.90662,0.37224,-0.87543,0.94996,-3.49027,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OPOPTXYBSHDZOM-UHFFFAOYSA-N,CCCCC(CC)CC(CC)(CC)C(=O)NO,243.39,0,D,26,225.669,243.39,62,-756.1425053,-756.1515414,-0.00903609,-755.773584,-755.783181,-0.009597,3.4007,4.5901,-0.24923,0.26788,-0.01027,0.24944,512.9602051,-1.29362,-5.72324,-0.6961,0.67361,-1.64789,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OQQBRZJNECDPEX-QVIHXGFCSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)S(=O)(=O)C(F)(F)F,3.56784,-2.130189117,B,25,326.807,481.498,146.6,-1975.865383,-1975.878904,-0.01352143,-1975.547352,-1975.562113,-0.014761,10.9292,14.4815,-0.21114,0.1668,-0.11135,0.21135,754.0744629,-1.87712,-3.02198,-0.93862,2.09911,-1.7048,52,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ORCAYCBZJPDNPE-UHFFFAOYSA-N,CC1CCCCC1OC(=O)NC(=O)N,7.35,-1.43525916,C,18,182.804,200.238,177,-687.8505356,-687.8705931,-0.020057464,-687.635474,-687.655968,-0.020494,5.4984,8.1836,-0.27623,0.25915,-0.019,0.27644,417.8705139,-1.91498,-1.03041,-0.88201,0.95315,-3.50681,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,CN1CC[C@]23[C@H]4C=C[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,500,0.222761727,E,25,207.444,299.37,155,-978.9472976,-978.96398,-0.016682399,-978.62825,-978.644693,-0.016443,2.7871,4.2301,-0.19889,0.26666,-0.01149,0.1991,500.3232117,-1.87546,-2.93772,-0.78609,0.5142,-2.43518,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORQISITYMWGFKX-UHFFFAOYSA-N,CCC1(CCO)C(=O)NC(=S)NC1=O,59,-0.564126195,D,25,151.429,216.261,144,-1045.502408,-1045.519097,-0.01668863,-1045.337513,-1045.354402,-0.016889,0.2712,0.4371,-0.25508,0.18248,-0.09567,0.25529,396.5371094,-2.0075,-0.268,-0.79828,0.72758,-3.44489,26,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
ORZXJYFZPFFYJC-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(C#N)(c1ccccc1)c1ccc(cc1)N(C)C,1.102,-2.508637242,B,24.5,312.087,355.483,183.5,-1093.860495,-1093.874225,-0.01373006,-1093.483847,-1093.497867,-0.01402,5.5453,7.4517,-0.19727,0.25319,-0.02496,0.19748,651.0297852,0,-4.75766,-0.48722,0.35448,-1.37107,52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OSBLXHNHXUZTPI-UHFFFAOYSA-N,c1ccc2c(c1)c(=O)nc(c1ccccc1S(=O)(=O)N)[nH]2,0.735,-2.612749267,B,22.5,194.911,301.326,283,-1328.225326,-1328.253719,-0.02839368,-1328.033421,-1328.061571,-0.02815,8.6726,13.5658,-0.25426,0.19549,-0.08266,0.25447,482.549408,-2.60251,-0.94284,-1.11874,2.30753,-2.567,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
OSCAUVQGTDAMQI-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccccc1)O,74,-0.71333159,D,21,256.83,382.44,178.5,-1581.507175,-1581.526247,-0.01907181,-1581.216799,-1581.236018,-0.019219,5.9009,8.8254,-0.25125,0.21891,-0.05924,0.25146,620.9620361,-3.333,-3.08519,-0.95568,2.27171,-2.26456,45,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
OSZUGFVVDWLSBH-UHFFFAOYSA-N,CCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,100 g solvent dissolves. 0.09 g Substance.,-2.761892022,B,20,335.969,410.56,134,-1304.549049,-1304.572028,-0.02297927,-1304.068128,-1304.090643,-0.022515,9.2086,13.1715,-0.18414,0.24796,-0.03019,0.18435,792.9194336,-1.3089,-5.00156,-0.68807,0.84172,-3.45278,64,5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OTLNPYWUJOZPPA-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)[N+](=O)[O-],23.0625,-0.860124642,D,25,104.479,167.121,242,-625.3493454,-625.3611417,-0.011796303,-625.267881,-625.280275,-0.012394,3.7974,4.8154,-0.30116,0.15331,-0.12484,0.30137,327.4478149,-2.13671,-0.03509,-0.71524,0.81316,-1.63514,17,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
OVBPIULPVIDEAO-LBPRGKRZSA-N,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc1cnc2c(c(=O)nc(N)[nH]2)n1,Solubility: 0.07 mol/1000mol,-2.921360783,B,25,328.466,441.403,250,-1570.205894,-1570.253253,-0.04735885,-1569.884184,-1569.933716,-0.049532,10.7988,14.4809,-0.20928,0.17795,-0.1002,0.20949,730.43573,-4.0925,1.78101,-0.81812,0.83246,-8.30193,51,2,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
OZHJEQVYCBTHJT-UHFFFAOYSA-N,Cc1c(c(c(c(c1Br)Br)Br)Br)Br,0.104,-3.670157508,A,20,210.435,486.621,284.5,-13127.20086,-13127.20426,-0.0033955,-13127.159,-13127.1626,-0.003603,1.4069,2.0255,-0.25874,0.19922,-0.07893,0.25895,390.4960022,0,-1.45623,-0.70822,0.27027,0.65355,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PBPVEQLHHMEARQ-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1)n1nc2ccccc2n1,20,-1.155845958,C,25,198.338,286.336,137,-913.3610928,-913.3712172,-0.010124463,-913.123287,-913.134278,-0.010991,2.0027,2.8049,-0.20291,0.20719,-0.07096,0.20312,537.4066162,0,-2.65011,-0.6101,0.44163,-1.14278,36,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
PCMMEMLVVTUFTM-UHFFFAOYSA-N,COc1ccc(cc1)N=Cc1ccc(cc1)[N+](=O)[O-],2.79324,-1.962574264,C,22,209.17,256.261,133,-875.8096371,-875.8225408,-0.012903761,-875.617694,-875.630944,-0.01325,7.413,9.4296,-0.22597,0.16363,-0.11452,0.22618,495.0743103,-1.36718,-1.7065,-0.54435,0.49686,-1.30637,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
PCMORTLOPMLEFB-UHFFFAOYSA-N,COc1cc(C=CC(=O)O)cc(c1O)OC,Solubility: 1.2 molpercent,-0.687277577,D,24.99,186.343,224.213,192,-802.5204758,-802.5366759,-0.016200057,-802.345815,-802.362567,-0.016752,2.806,3.5844,-0.21566,0.20358,-0.07457,0.21587,444.5742493,-3.21099,-0.23951,-0.72821,0.7752,-3.21099,28,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,20,-1.18089396,C,20,217.942,303.336,137,-1035.154641,-1035.170075,-0.01543357,-1034.882929,-1034.899692,-0.016763,1.571,2.0829,-0.19623,0.24461,-0.03354,0.19644,577.0084229,-1.29701,-1.36266,-0.88042,0.93561,-3.8571,40,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,Solubility: 0.3529 mol-percent,-1.218807164,C,25,303.714,404.547,173.47,-1312.405483,-1312.425679,-0.02019543,-1311.898169,-1311.920524,-0.022355,6.3252,8.5895,-0.22118,0.25126,-0.02689,0.22139,696.7105713,-3.23784,-6.00691,-0.80455,0.85027,-3.23784,65,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PDKQJNXSAFZHTL-UHFFFAOYSA-N,Cc1ccc(cc1)C(CCC(c1ccccc1)(c1ccc(C)cc1)O)(c1ccccc1)O,100 g solvent dissolves. 0.66 g Substance.,-1.90910954,C,22,283.615,422.567,176,-1311.754222,-1311.766361,-0.01213903,-1311.299864,-1311.313798,-0.013934,0.0545,0.1849,-0.2358,0.25617,-0.02198,0.23601,742.3858643,-1.5695,-6.49846,-0.78475,0.51463,-1.5695,62,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PDMLSWLQHBTLJF-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)OP(=O)(Oc1ccc2ccccc2c1)Oc1ccc2ccccc2c1,1,-2.678033738,B,25,377.603,476.468,109.875,-1798.250593,-1798.265222,-0.01462953,-1797.882734,-1797.897966,-0.015232,2.975,4.3746,-0.22551,0.22213,-0.05602,0.22572,764.2570801,-3.56646,-4.46085,-1.09945,2.63342,-0.93304,56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PHAAHAOHZXTVJB-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,1.3,-2.52923583,B,21,353.016,439.723,115,-1341.298321,-1341.31781,-0.01948914,-1340.606582,-1340.625859,-0.019277,3.408,3.6387,-0.23918,0.29133,0.01318,0.23939,1021.757935,-2.02258,-9.9676,-0.71512,0.8455,-2.67106,84,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PHMBVCPLDPDESM-FKSUSPILSA-N,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)O,14.925,-1.093780574,C,17,140.663,185.223,201.5,-632.4347665,-632.445915,-0.011148485,-632.228747,-632.240412,-0.011665,3.5997,4.7819,-0.23053,0.25989,-0.01826,0.23074,358.6603394,-2.17869,-1.56948,-0.80122,0.85629,-2.74112,28,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PJANXHGTPQOBST-VAWYXSNFSA-N,c1ccc(cc1)/C=C/c1ccccc1,Solubility: 3.21 mol/1000mol,-1.25995379,C,25,172.466,180.249,123.5,-540.7299466,-540.735843,-0.005896312,-540.554486,-540.55997,-0.005484,0,0,-0.21267,0.21459,-0.06356,0.21288,414.4678955,0,-2.96302,-0.24765,0.25221,0,26,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PJBFVWGQFLYWCB-UHFFFAOYSA-N,CCCn1c2c(c(=O)n(CCC)c1=O)[nH]c(C13CC4CC(CC3C4)C1)n2,18,-1.296748044,C,20,274.751,356.468,190,-1148.55978,-1148.573506,-0.01372533,-1148.145101,-1148.159671,-0.01457,5.2126,6.7661,-0.22265,0.24042,-0.03773,0.22286,630.244873,-1.36912,-3.8042,-0.69317,0.84347,-3.38765,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJHUABJTDFXYRQ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N=[N+]=[N-],100 g solvent dissolves. 19 g Substance.,0.008276759,E,20,92.267,147.136,28,-509.2016072,-509.2077804,-0.006173193,-509.122592,-509.129047,-0.006455,3.3495,4.2936,-0.27654,0.19054,-0.08761,0.27675,324.6906433,-0.61472,-0.58419,-0.61472,0.66324,-0.72481,16,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
